"","fileName","subj","word","block","seq","Label","F0Hz","F1Hz","F2Hz","F1Bark","F2Bark","gender","BB","AF","F1erb","F2erb"
"2270","subj_58_tessif_19_Post","58","tessif","4",19,"E",235,548,1880,5,12,"F","BB","AF",10.8978810053935,21.3489491864168
"2271","subj_58_tessif_20_Post","58","tessif","4",20,"E",233,610,2010,6,13,"F","BB","AF",11.630070628156,21.9471175734489
"2272","subj_58_tessif_29_Post","58","tessif","4",29,"E",212,609,1851,6,12,"F","BB","AF",11.6186796527297,21.1555294756536
"2273","subj_58_tessif_AF2_18","58","tessif","2",18,"E",239,476,1362,5,10,"F","BB","AF",9.97417836892556,18.3904735794351
"2274","subj_58_tessif_AF2_23","58","tessif","2",23,"E",240,478,1463,5,11,"F","BB","AF",10.0010187995652,19.0433879890943
"2275","subj_58_tessif_AF2_40","58","tessif","2",40,"E",237,466,1401,5,11,"F","BB","AF",9.83889243121664,18.6550938924244
"2276","subj_58_tessif_Pre_38","58","tessif","1",38,"E",232,535,1894,5,13,"F","BB","AF",10.7372827730254,21.4296033656781
"2277","subj_58_tessif_Pre_40","58","tessif","1",40,"E",231,420,1917,4,13,"F","BB","AF",9.19210158623817,21.6302073292105
"2278","subj_58_tessif_Pre_43","58","tessif","1",43,"E",209,674,1931,6,13,"F","BB","AF",12.3330447997292,21.5138150194085
"2279","subj_59_keggif_28_Post","59","keggif","4",28,"E",241,496,2116,5,13,"F","BB","MN",10.2394125789428,22.5293289951059
"2280","subj_59_keggif_3_Post","59","keggif","4",3,"E",241,490,2147,5,13,"F","BB","MN",10.1605745918024,22.6754586134883
"2281","subj_59_keggif_43_Post","59","keggif","4",43,"E",243,523,2176,5,13,"F","BB","MN",10.5867115835121,22.7821480665339
"2282","subj_59_keggif_MN1_20","59","keggif","2",20,"E",323,898,1648,8,12,"F","BB","MN",14.4579769867287,19.845537336018
"2283","subj_59_keggif_MN1_21","59","keggif","2",21,"E",307,628,1576,6,11,"F","BB","MN",11.8328966507852,19.6227817267856
"2284","subj_59_keggif_MN1_8","59","keggif","2",8,"E",364,855,1739,8,12,"F","BB","MN",14.0846768528316,20.3833407278593
"2285","subj_59_keggif_Pre_20","59","keggif","1",20,"E",227,519,2080,5,13,"F","BB","MN",10.5360133057909,22.3455552325933
"2286","subj_59_keggif_Pre_49","59","keggif","1",49,"E",245,493,2126,5,13,"F","BB","MN",10.2000709340284,22.5774477684235
"2287","subj_59_keggif_Pre_9","59","keggif","1",9,"E",183,569,2045,6,13,"F","BB","MN",11.1519666494024,22.1442215334919
"2288","subj_59_peffif_14_Post","59","peffif","4",14,"E",217,552,1873,5,12,"F","BB","MN",10.9467803615034,21.3102878050687
"2289","subj_59_peffif_31_Post","59","peffif","4",31,"E",211,555,1886,5,13,"F","BB","MN",10.9832981474794,21.3743487943838
"2290","subj_59_peffif_45_Post","59","peffif","4",45,"E",245,512,1918,5,13,"F","BB","MN",10.4466689187518,21.567368275616
"2291","subj_59_peffif_MN1_10","59","peffif","2",10,"E",341,789,1672,7,12,"F","BB","MN",13.4819439435488,20.0599139515831
"2292","subj_59_peffif_MN1_11","59","peffif","2",11,"E",347,813,1708,7,12,"F","BB","MN",13.7054990965937,20.2434617907964
"2293","subj_59_peffif_MN1_46","59","peffif","2",46,"E",357,767,1386,7,11,"F","BB","MN",13.2723840209952,18.3370452270142
"2294","subj_59_peffif_Pre_11","59","peffif","1",11,"E",324,819,1795,7,12,"F","BB","MN",13.760589143151,20.7101491571267
"2295","subj_59_peffif_Pre_26","59","peffif","1",26,"E",278,645,1876,6,12,"F","BB","MN",12.0207045843442,21.2576218385774
"2296","subj_59_peffif_Pre_45","59","peffif","1",45,"E",251,634,1917,6,13,"F","BB","MN",11.8995906952213,21.473015282832
"2297","subj_59_tessif_25_Post","59","tessif","4",25,"E",239,524,1964,5,13,"F","BB","MN",10.599346125837,21.7866169805812
"2298","subj_59_tessif_30_Post","59","tessif","4",30,"E",218,447,1958,4,13,"F","BB","MN",9.57673808637942,21.813845416881
"2299","subj_59_tessif_MN1_1","59","tessif","2",1,"E",361,762,1528,7,11,"F","BB","MN",13.2241190056545,19.2377741843718
"2300","subj_59_tessif_MN1_19","59","tessif","2",19,"E",364,755,1558,7,11,"F","BB","MN",13.1561427214626,19.4234896334312
"2301","subj_59_tessif_Pre_10","59","tessif","1",10,"E",247,518,1811,5,12,"F","BB","MN",10.5232985160354,21.0137130454293
"2302","subj_59_tessif_Pre_4","59","tessif","1",4,"E",299,692,1928,6,13,"F","BB","MN",12.5220333734927,21.4857779176458
"2303","subj_59_tessif_Pre_47","59","tessif","1",47,"E",226,438,2026,4,13,"F","BB","MN",9.45014366037587,22.1501871999294
"2304","subj_5_keggif_27_Post","5","keggif","4",27,"E",230,519,1866,5,12,"F","BB","AF",10.5360133057909,21.2986714272713
"2305","subj_5_keggif_7_Post","5","keggif","4",7,"E",125,562,1848,5,12,"F","BB","AF",11.0679894903672,21.1744169968705
"2306","subj_5_keggif_8_Post","5","keggif","4",8,"E",221,550,1953,5,13,"F","BB","AF",10.922360652731,21.7134158029519
"2307","subj_5_keggif_AF2_1","5","keggif","2",1,"E",236,631,1552,6,11,"F","BB","AF",11.8662999840978,19.4776911539747
"2308","subj_5_keggif_AF2_28","5","keggif","2",28,"E",267,626,1534,6,11,"F","BB","AF",11.8105648374781,19.37295046333
"2309","subj_5_keggif_AF2_3","5","keggif","2",3,"E",262,612,1513,6,11,"F","BB","AF",11.6528133311395,19.2553744123072
"2310","subj_5_keggif_Pre_35","5","keggif","1",35,"E",240,494,1875,5,12,"F","BB","AF",10.2132019472182,21.3631213943786
"2311","subj_5_keggif_Pre_39","5","keggif","1",39,"E",231,483,1869,5,12,"F","BB","AF",10.0678083039824,21.3405349017657
"2312","subj_5_keggif_Pre_43","5","keggif","1",43,"E",153,484,1831,5,12,"F","BB","AF",10.0811131518551,21.1434657354132
"2313","subj_5_peffif_18_Post","5","peffif","4",18,"E",119,545,1700,5,12,"F","BB","AF",10.8610485366398,20.3940471996259
"2314","subj_5_peffif_26_Post","5","peffif","4",26,"E",262,613,1673,6,12,"F","BB","AF",11.6641651155053,20.1933588046563
"2315","subj_5_peffif_51_Post","5","peffif","4",51,"E",257,528,1751,5,12,"F","BB","AF",10.6497253356638,20.6861336548464
"2316","subj_5_peffif_AF2_14","5","peffif","2",14,"E",282,567,1339,6,10,"F","BB","AF",11.1280453850192,18.1690721564636
"2317","subj_5_peffif_AF2_21","5","peffif","2",21,"E",255,567,1431,6,11,"F","BB","AF",11.1280453850192,18.7747832963344
"2318","subj_5_peffif_AF2_31","5","peffif","2",31,"E",262,621,1426,6,11,"F","BB","AF",11.7545134925222,18.7032041151264
"2319","subj_5_peffif_Pre_13","5","peffif","1",13,"E",253,544,1716,5,12,"F","BB","AF",10.8487407732415,20.4832565955609
"2320","subj_5_peffif_Pre_24","5","peffif","1",24,"E",233,545,1725,5,12,"F","BB","AF",10.8610485366398,20.5319842451561
"2321","subj_5_peffif_Pre_6","5","peffif","1",6,"E",239,564,1650,5,12,"F","BB","AF",11.0920553392893,20.0990244837295
"2322","subj_5_tessif_31_Post","5","tessif","4",31,"E",261,542,1676,5,12,"F","BB","AF",10.824079622617,20.2622067932072
"2323","subj_5_tessif_46_Post","5","tessif","4",46,"E",226,566,1747,5,12,"F","BB","AF",11.1160631559406,20.6365793525368
"2324","subj_5_tessif_AF2_12","5","tessif","2",12,"E",262,625,1351,6,10,"F","BB","AF",11.799379972694,18.2075553226758
"2325","subj_5_tessif_AF2_32","5","tessif","2",32,"E",257,577,1348,6,10,"F","BB","AF",11.2470805686158,18.2224735326116
"2326","subj_5_tessif_AF2_44","5","tessif","2",44,"E",251,529,1389,5,11,"F","BB","AF",10.6622805880335,18.5302044331974
"2327","subj_5_tessif_Pre_26","5","tessif","1",26,"E",252,499,1735,5,12,"F","BB","AF",10.2786006762271,20.6204851535946
"2328","subj_5_tessif_Pre_4","5","tessif","1",4,"E",234,461,1696,5,12,"F","BB","AF",9.77056217987799,20.4336165578223
"2329","subj_5_tessif_Pre_44","5","tessif","1",44,"E",240,489,1645,5,12,"F","BB","AF",10.1473745666446,20.1256139837052
"2330","subj_7_keggif_27_Post","7","keggif","4",27,"E",207,507,2135,5,13,"F","NB","MN",10.3823601983917,22.6083047504075
"2331","subj_7_keggif_39_Post","7","keggif","4",39,"E",212,522,2204,5,14,"F","NB","MN",10.5740610688499,22.9078881155558
"2332","subj_7_keggif_47_Post","7","keggif","4",47,"E",202,585,2337,6,14,"F","NB","MN",11.3412929784593,23.4370807544315
"2333","subj_7_keggif_MN1_27","7","keggif","2",27,"E",240,571,2094,6,13,"F","NB","MN",11.1758305404067,22.3725904639522
"2334","subj_7_keggif_MN1_34","7","keggif","2",34,"E",227,651,1932,6,13,"F","NB","MN",12.0861449211473,21.5355388397599
"2335","subj_7_keggif_MN1_6","7","keggif","2",6,"E",228,709,2002,7,13,"F","NB","MN",12.6972373047281,21.8364764554367
"2336","subj_7_keggif_Pre_18","7","keggif","1",18,"E",229,600,2165,6,13,"F","NB","MN",11.5155669885422,22.676222606808
"2337","subj_7_keggif_Pre_36","7","keggif","1",36,"E",227,558,2159,5,13,"F","NB","MN",11.0196826269571,22.6798780137347
"2338","subj_7_keggif_Pre_7","7","keggif","1",7,"E",225,528,2311,5,14,"F","NB","MN",10.6497253356638,23.3686925589535
"2339","subj_7_peffif_19_Post","7","peffif","4",19,"E",198,616,2010,6,13,"F","NB","MN",11.6981425390194,21.9427351762175
"2340","subj_7_peffif_44_Post","7","peffif","4",44,"E",205,542,1958,5,13,"F","NB","MN",10.824079622617,21.7439153720094
"2341","subj_7_peffif_4_Post","7","peffif","4",4,"E",210,566,1949,6,13,"F","NB","MN",11.1160631559406,21.6819435203813
"2342","subj_7_peffif_MN1_24","7","peffif","2",24,"E",240,632,1933,6,13,"F","NB","MN",11.8774093658974,21.554367228022
"2343","subj_7_peffif_MN1_31","7","peffif","2",31,"E",227,667,1847,6,12,"F","NB","MN",12.25855541113,21.0925597729146
"2344","subj_7_peffif_MN1_39","7","peffif","2",39,"E",224,502,1859,5,12,"F","NB","MN",10.3176363628265,21.2752142821186
"2345","subj_7_peffif_Pre_35","7","peffif","1",35,"E",233,545,2005,5,13,"F","NB","MN",10.8610485366398,21.9706256038123
"2346","subj_7_peffif_Pre_37","7","peffif","1",37,"E",231,613,2088,6,13,"F","NB","MN",11.6641651155053,22.313981329965
"2347","subj_7_peffif_Pre_40","7","peffif","1",40,"E",213,594,2143,6,13,"F","NB","MN",11.4462243349422,22.5809576757959
"2348","subj_7_tessif_40_Post","7","tessif","4",40,"E",202,463,2003,5,13,"F","NB","MN",9.79794987850104,22.0213025166563
"2349","subj_7_tessif_41_Post","7","tessif","4",41,"E",199,461,2023,5,13,"F","NB","MN",9.77056217987799,22.118864497207
"2350","subj_7_tessif_42_Post","7","tessif","4",42,"E",190,454,2015,5,13,"F","NB","MN",9.67411536117001,22.0856942992542
"2351","subj_7_tessif_MN1_38","7","tessif","2",38,"E",233,513,1876,5,12,"F","NB","MN",10.4594812938215,21.3542500052258
"2352","subj_7_tessif_MN1_40","7","tessif","2",40,"E",236,608,1914,6,13,"F","NB","MN",11.6072755566537,21.4769519728748
"2353","subj_7_tessif_MN1_5","7","tessif","2",5,"E",248,564,1995,5,13,"F","NB","MN",11.0920553392893,21.9083814973306
"2354","subj_7_tessif_Pre_11","7","tessif","1",11,"E",234,482,1997,5,13,"F","NB","MN",10.054485831327,21.9783083396862
"2355","subj_7_tessif_Pre_19","7","tessif","1",19,"E",229,569,2004,6,13,"F","NB","MN",11.1519666494024,21.9482096558948
"2356","subj_7_tessif_Pre_31","7","tessif","1",31,"E",222,497,2178,5,13,"F","NB","MN",10.2524922824796,22.8102427211906
"2357","subj_9_keggif_1_Post","9","keggif","4",1,"E",255,904,2151,8,13,"F","BB","AF",14.5089271493112,22.3928621079009
"2358","subj_9_keggif_46_Post","9","keggif","4",46,"E",263,874,2096,8,13,"F","BB","AF",14.2514187015821,22.1621269357316
"2359","subj_9_keggif_48_Post","9","keggif","4",48,"E",260,829,2089,7,13,"F","BB","AF",13.8517126502803,22.1619720021123
"2360","subj_9_keggif_AF2_19","9","keggif","2",19,"E",239,859,1873,8,12,"F","BB","AF",14.1200218755287,21.0873958752488
"2361","subj_9_keggif_AF2_47","9","keggif","2",47,"E",272,560,1049,5,9,"F","BB","AF",11.0438653424454,16.016588256999
"2362","subj_9_keggif_AF2_6","9","keggif","2",6,"E",272,850,1855,8,12,"F","BB","AF",14.0403119675761,21.0014678538468
"2363","subj_9_keggif_Pre_27","9","keggif","1",27,"E",260,841,2169,8,13,"F","BB","AF",13.9599357120517,22.5194448684837
"2364","subj_9_keggif_Pre_37","9","keggif","1",37,"E",273,726,2192,7,14,"F","BB","AF",12.8693577348803,22.7055890119601
"2365","subj_9_keggif_Pre_41","9","keggif","1",41,"E",261,708,2221,7,14,"F","BB","AF",12.6870175556765,22.8472690330664
"2366","subj_9_peffif_14_Post","9","peffif","4",14,"E",268,791,2006,7,13,"F","BB","AF",13.5007720960896,21.7964072179876
"2367","subj_9_peffif_37_Post","9","peffif","4",37,"E",244,639,1954,6,13,"F","BB","AF",11.9548268831002,21.6532618070056
"2368","subj_9_peffif_40_Post","9","peffif","4",40,"E",248,705,1998,7,13,"F","BB","AF",12.6562940896263,21.8200549410358
"2369","subj_9_peffif_AF2_13","9","peffif","2",13,"E",273,764,1728,7,12,"F","BB","AF",13.243453796881,20.3888954930027
"2370","subj_9_peffif_AF2_20","9","peffif","2",20,"E",259,980,1818,8,12,"F","BB","AF",15.1317627542909,20.7159872699024
"2371","subj_9_peffif_AF2_39","9","peffif","2",39,"E",270,849,1907,8,13,"F","BB","AF",14.0314143684676,21.2670604620592
"2372","subj_9_peffif_Pre_15","9","peffif","1",15,"E",251,709,2028,7,13,"F","BB","AF",12.6972373047281,21.9612822231178
"2373","subj_9_peffif_Pre_25","9","peffif","1",25,"E",277,647,1990,6,13,"F","BB","AF",12.0425663546002,21.8234932404302
"2374","subj_9_peffif_Pre_51","9","peffif","1",51,"E",259,728,2058,7,13,"F","BB","AF",12.8894091949492,22.0897946280195
"2375","subj_9_tessif_13_Post","9","tessif","4",13,"E",248,783,1991,7,13,"F","BB","AF",13.4252389167887,21.7296676538465
"2376","subj_9_tessif_36_Post","9","tessif","4",36,"E",246,574,1982,6,13,"F","BB","AF",11.2115193710296,21.8379351979605
"2377","subj_9_tessif_51_Post","9","tessif","4",51,"E",251,611,2016,6,13,"F","BB","AF",11.6414485114758,21.9752128769483
"2378","subj_9_tessif_AF2_21","9","tessif","2",21,"E",269,616,1332,6,10,"F","BB","AF",11.6981425390194,18.0857723034296
"2379","subj_9_tessif_AF2_48","9","tessif","2",48,"E",273,846,1533,8,11,"F","BB","AF",14.0046720708389,19.2074893853156
"2380","subj_9_tessif_AF2_52","9","tessif","2",52,"E",273,800,1102,7,9,"F","BB","AF",13.5850485300383,16.268779221324
"2381","subj_9_tessif_Pre_19","9","tessif","1",19,"E",258,771,2070,7,13,"F","BB","AF",13.3108240714709,22.1150795390231
"2382","subj_9_tessif_Pre_5","9","tessif","1",5,"E",257,730,2054,7,13,"F","BB","AF",12.9094195339705,22.069476578224
"2383","subj_9_tessif_Pre_9","9","tessif","1",9,"E",260,717,2064,7,13,"F","BB","AF",12.7786129988181,22.1260146505417
"2384","subj_12_kiggif_10_Post","12","kiggif","4",10,"I",102,353,1955,4,13,"M","BB","AF",8.16952702340298,21.8687010854462
"2385","subj_12_kiggif_38_Post","12","kiggif","4",38,"I",110,370,1857,4,12,"M","BB","AF",8.43886265023414,21.3624616480589
"2386","subj_12_kiggif_50_Post","12","kiggif","4",50,"I",101,364,1849,4,12,"M","BB","AF",8.34461207557707,21.3256408183591
"2387","subj_12_kiggif_AF2_30","12","kiggif","2",30,"I",133,380,873,4,8,"M","BB","AF",8.59403703412648,14.6025151682454
"2388","subj_12_kiggif_AF2_35","12","kiggif","2",35,"I",118,449,950,5,8,"M","BB","AF",9.60465610829522,15.2546619924201
"2389","subj_12_kiggif_AF2_49","12","kiggif","2",49,"I",130,341,1039,4,9,"M","BB","AF",7.97504225786947,16.0958914988672
"2390","subj_12_kiggif_Pre_10","12","kiggif","1",10,"I",115,298,2100,3,13,"M","BB","AF",7.24618403139936,22.6021705809918
"2391","subj_12_kiggif_Pre_15","12","kiggif","1",15,"I",105,282,2074,3,13,"M","BB","AF",6.96122802201139,22.493049166419
"2392","subj_12_kiggif_Pre_34","12","kiggif","1",34,"I",105,385,1991,4,13,"M","BB","AF",8.67074706422068,22.0209354670227
"2393","subj_12_piffif_22_Post","12","piffif","4",22,"I",NA,405,1628,4,12,"M","BB","AF",8.97193192620215,20.0901859121853
"2394","subj_12_piffif_25_Post","12","piffif","4",25,"I",105,422,1579,4,11,"M","BB","AF",9.22109972268529,19.7918520099761
"2395","subj_12_piffif_6_Post","12","piffif","4",6,"I",112,420,1641,4,12,"M","BB","AF",9.19210158623817,20.1536852131828
"2396","subj_12_piffif_AF2_19","12","piffif","2",19,"I",137,370,1239,4,10,"M","BB","AF",8.43886265023414,17.6164195448046
"2397","subj_12_piffif_AF2_26","12","piffif","2",26,"I",120,373,1277,4,10,"M","BB","AF",8.48566343932723,17.8845630761533
"2398","subj_12_piffif_AF2_43","12","piffif","2",43,"I",119,391,1264,4,10,"M","BB","AF",8.76204267101734,17.7794538600593
"2399","subj_12_piffif_Pre_28","12","piffif","1",28,"I",103,415,1671,4,12,"M","BB","AF",9.11924128733512,20.3276621888518
"2400","subj_12_piffif_Pre_48","12","piffif","1",48,"I",103,422,1677,4,12,"M","BB","AF",9.22109972268529,20.35622977786
"2401","subj_12_piffif_Pre_52","12","piffif","1",52,"I",NA,375,1641,4,12,"M","BB","AF",8.51674506909377,20.1870229928626
"2402","subj_12_tissif_3_Post","12","tissif","4",3,"I",105,371,1684,4,12,"M","BB","AF",8.45448678549383,20.4332573073418
"2403","subj_12_tissif_53_Post","12","tissif","4",53,"I",97,340,1691,4,12,"M","BB","AF",7.95866713091725,20.4953922935837
"2404","subj_12_tissif_7_Post","12","tissif","4",7,"I",103,406,1672,4,12,"M","BB","AF",8.98675942684902,20.339955455807
"2405","subj_12_tissif_AF2_13","12","tissif","2",13,"I",121,406,1419,4,11,"M","BB","AF",8.98675942684902,18.8161917218986
"2406","subj_12_tissif_AF2_42","12","tissif","2",42,"I",113,234,1206,2,10,"M","BB","AF",6.05593236975182,17.477592271045
"2407","subj_12_tissif_AF2_6","12","tissif","2",6,"I",130,304,1276,3,10,"M","BB","AF",7.35104239580518,17.9288500821209
"2408","subj_12_tissif_Pre_14","12","tissif","1",14,"I",98,371,1681,4,12,"M","BB","AF",8.45448678549383,20.416456100865
"2409","subj_12_tissif_Pre_22","12","tissif","1",22,"I",100,377,1716,4,12,"M","BB","AF",8.54773222835417,20.6064631549543
"2410","subj_12_tissif_Pre_27","12","tissif","1",27,"I",96,378,1695,4,12,"M","BB","AF",8.56319055321443,20.4894526241746
"2411","subj_13_kiggif_11_Post","13","kiggif","4",11,"I",130,370,2064,4,13,"M","BB","MN",8.43886265023414,22.3806313831126
"2412","subj_13_kiggif_33_Post","13","kiggif","4",33,"I",131,389,2054,4,13,"M","BB","MN",8.73170170306559,22.3194276223824
"2413","subj_13_kiggif_7_Post","13","kiggif","4",7,"I",129,426,2007,4,13,"M","BB","MN",9.27884823705147,22.0679119534085
"2414","subj_13_kiggif_MN1_16","13","kiggif","2",16,"I",149,328,824,3,7,"M","BB","MN",7.76009657205314,14.169447296152
"2415","subj_13_kiggif_MN1_50","13","kiggif","2",50,"I",152,299,1028,3,9,"M","BB","MN",7.26373477823213,16.0358477984806
"2416","subj_13_kiggif_Pre_10","13","kiggif","1",10,"I",130,380,2046,4,13,"M","BB","MN",8.59403703412648,22.2882685457341
"2417","subj_13_kiggif_Pre_17","13","kiggif","1",17,"I",130,359,2095,4,13,"M","BB","MN",8.26539973671757,22.5335924867808
"2418","subj_13_kiggif_Pre_40","13","kiggif","1",40,"I",127,406,2101,4,13,"M","BB","MN",8.98675942684902,22.526547493612
"2419","subj_13_piffif_14_Post","13","piffif","4",14,"I",135,373,1984,4,13,"M","BB","MN",8.48566343932723,21.9958333865369
"2420","subj_13_piffif_1_Post","13","piffif","4",1,"I",138,396,1876,4,12,"M","BB","MN",8.83750153805577,21.4406021482596
"2421","subj_13_piffif_38_Post","13","piffif","4",38,"I",127,412,1990,4,13,"M","BB","MN",9.07527254723792,21.9960828865675
"2422","subj_13_piffif_MN1_28","13","piffif","2",28,"I",145,326,1011,3,9,"M","BB","MN",7.72662430578092,15.8731162039837
"2423","subj_13_piffif_MN1_35","13","piffif","2",35,"I",147,390,1045,4,9,"M","BB","MN",8.74688349556687,16.109011012954
"2424","subj_13_piffif_MN1_4","13","piffif","2",4,"I",147,395,1088,4,9,"M","BB","MN",8.82245448684425,16.453763298069
"2425","subj_13_piffif_Pre_46","13","piffif","1",46,"I",132,357,1942,4,13,"M","BB","MN",8.233541998268,21.8014911753146
"2426","subj_13_piffif_Pre_48","13","piffif","1",48,"I",125,432,2043,4,13,"M","BB","MN",9.36485830853,22.2355463414967
"2427","subj_13_piffif_Pre_52","13","piffif","1",52,"I",125,423,1945,4,13,"M","BB","MN",9.23556773662135,21.7674284074658
"2428","subj_13_tissif_13_Post","13","tissif","4",13,"I",131,366,1954,4,13,"M","BB","MN",8.37612574377196,21.8541175400152
"2429","subj_13_tissif_23_Post","13","tissif","4",23,"I",132,369,2013,4,13,"M","BB","MN",8.4232145491624,22.139002891772
"2430","subj_13_tissif_45_Post","13","tissif","4",45,"I",133,364,1993,4,13,"M","BB","MN",8.34461207557707,22.0462130383386
"2431","subj_13_tissif_MN1_44","13","tissif","2",44,"I",143,348,1095,4,9,"M","BB","MN",8.08894051440825,16.5443537451973
"2432","subj_13_tissif_MN1_49","13","tissif","2",49,"I",149,474,1108,5,9,"M","BB","MN",9.94726617760621,16.5538225283215
"2433","subj_13_tissif_MN1_5","13","tissif","2",5,"I",140,373,1052,4,9,"M","BB","MN",8.48566343932723,16.1790903009042
"2434","subj_13_tissif_Pre_34","13","tissif","1",34,"I",128,408,1871,4,12,"M","BB","MN",9.01634963371875,21.4061599282288
"2435","subj_13_tissif_Pre_37","13","tissif","1",37,"I",125,449,1903,5,13,"M","BB","MN",9.60465610829522,21.5383973142733
"2436","subj_13_tissif_Pre_7","13","tissif","1",7,"I",125,395,1833,4,12,"M","BB","MN",8.82245448684425,21.2196372150944
"2437","subj_29_kiggif_33_Post","29","kiggif","4",33,"I",127,323,2152,3,13,"M","NB","MN",7.67621024845943,22.8217956072067
"2438","subj_29_kiggif_42_Post","29","kiggif","4",42,"I",118,350,2401,4,14,"M","NB","MN",8.12125135753217,23.8770362901161
"2439","subj_29_kiggif_44_Post","29","kiggif","4",44,"I",128,287,2173,3,13,"M","NB","MN",7.05112590951899,22.9434259319577
"2440","subj_29_kiggif_MN1_12","29","kiggif","2",12,"I",140,433,2217,4,14,"M","NB","MN",9.37912254550143,23.0310410115053
"2441","subj_29_kiggif_MN1_32","29","kiggif","2",32,"I",140,482,2154,5,13,"M","NB","MN",10.054485831327,22.7131030463968
"2442","subj_29_kiggif_MN1_42","29","kiggif","2",42,"I",141,465,2084,5,13,"M","NB","MN",9.82526338254348,22.4039747335956
"2443","subj_29_kiggif_Pre_15","29","kiggif","1",15,"I",130,284,2352,3,14,"M","NB","MN",6.99728125974199,23.7226066422674
"2444","subj_29_kiggif_Pre_18","29","kiggif","1",18,"I",130,320,2268,3,14,"M","NB","MN",7.62554732007824,23.3378868397758
"2445","subj_29_kiggif_Pre_45","29","kiggif","1",45,"I",129,335,2291,3,14,"M","NB","MN",7.87639647831236,23.4258587075266
"2446","subj_29_piffif_0_Post","29","piffif","4",0,"I",138,376,1834,4,12,"M","NB","MN",8.5322504231284,21.2389306154524
"2447","subj_29_piffif_18_Post","29","piffif","4",18,"I",118,375,1951,4,13,"M","NB","MN",8.51674506909377,21.8326400566967
"2448","subj_29_piffif_9_Post","29","piffif","4",9,"I",121,319,2159,3,13,"M","NB","MN",7.60860396353318,22.8564620398406
"2449","subj_29_piffif_MN1_1","29","piffif","2",1,"I",139,448,1892,5,13,"M","NB","MN",9.59070674226307,21.4835256744685
"2450","subj_29_piffif_MN1_21","29","piffif","2",21,"I",132,354,2052,4,13,"M","NB","MN",8.18556839192923,22.3359557001284
"2451","subj_29_piffif_MN1_53","29","piffif","2",53,"I",143,438,2333,4,14,"M","NB","MN",9.45014366037587,23.5282882091779
"2452","subj_29_piffif_Pre_47","29","piffif","1",47,"I",127,336,2162,3,13,"M","NB","MN",7.89290354901984,22.8573621172436
"2453","subj_29_piffif_Pre_52","29","piffif","1",52,"I",124,311,2028,3,13,"M","NB","MN",7.4720414137183,22.2539691461515
"2454","subj_29_piffif_Pre_9","29","piffif","1",9,"I",127,307,2008,3,13,"M","NB","MN",7.40307354739233,22.1610695817616
"2455","subj_29_tissif_38_Post","29","tissif","4",38,"I",122,327,2033,3,13,"M","NB","MN",7.74337409209886,22.2658957421356
"2456","subj_29_tissif_49_Post","29","tissif","4",49,"I",120,382,2002,4,13,"M","NB","MN",8.62479040749432,22.0763851882413
"2457","subj_29_tissif_4_Post","29","tissif","4",4,"I",129,323,2060,3,13,"M","NB","MN",7.67621024845943,22.3967484613418
"2458","subj_29_tissif_MN1_22","29","tissif","2",22,"I",138,433,2029,4,13,"M","NB","MN",9.37912254550143,22.1682056580752
"2459","subj_29_tissif_MN1_38","29","tissif","2",38,"I",141,447,2118,5,13,"M","NB","MN",9.57673808637942,22.5746500437277
"2460","subj_29_tissif_MN1_7","29","tissif","2",7,"I",128,351,1891,4,13,"M","NB","MN",8.13736858250795,21.550308565914
"2461","subj_29_tissif_Pre_1","29","tissif","1",1,"I",122,336,2007,3,13,"M","NB","MN",7.89290354901984,22.1346607079092
"2462","subj_29_tissif_Pre_10","29","tissif","1",10,"I",127,307,1911,3,13,"M","NB","MN",7.40307354739233,21.6840039004855
"2463","subj_29_tissif_Pre_37","29","tissif","1",37,"I",125,323,2052,3,13,"M","NB","MN",7.67621024845943,22.3590119389634
"2464","subj_2_kiggif_31_Post","2","kiggif","4",31,"I",167,335,1878,3,12,"M","BB","AF",7.87639647831236,21.4960950795311
"2465","subj_2_kiggif_33_Post","2","kiggif","4",33,"I",177,351,2117,4,13,"M","BB","AF",8.13736858250795,22.6411660990861
"2466","subj_2_kiggif_45_Post","2","kiggif","4",45,"I",139,354,1939,4,13,"M","BB","AF",8.18556839192923,21.7888430949213
"2467","subj_2_kiggif_AF2_17","2","kiggif","2",17,"I",198,410,1468,4,11,"M","BB","AF",9.04585384825251,19.1250307923257
"2468","subj_2_kiggif_AF2_25","2","kiggif","2",25,"I",131,427,1065,4,9,"M","BB","AF",9.293234076448,16.2450464102557
"2469","subj_2_kiggif_AF2_6","2","kiggif","2",6,"I",95,385,1429,4,11,"M","BB","AF",8.67074706422068,18.8960949032363
"2470","subj_2_kiggif_Pre_11","2","kiggif","1",11,"I",139,375,1952,4,13,"M","BB","AF",8.51674506909377,21.8375748922089
"2471","subj_2_kiggif_Pre_47","2","kiggif","1",47,"I",136,337,2109,3,13,"M","BB","AF",7.90938406791594,22.6147252613294
"2472","subj_2_kiggif_Pre_5","2","kiggif","1",5,"I",140,354,1885,4,13,"M","BB","AF",8.18556839192923,21.5176157405292
"2473","subj_2_piffif_38_Post","2","piffif","4",38,"I",152,327,1953,3,13,"M","BB","AF",7.74337409209886,21.8781778602362
"2474","subj_2_piffif_48_Post","2","piffif","4",48,"I",138,387,1943,4,13,"M","BB","AF",8.70127000780127,21.7841828811834
