fileName	Label	F0[Hz]	F1[Hz]	F2[Hz]	F1[Bark]	F2[Bark]
subj_47_kiggif_AF2_12	I	208	401	2106	4	13
subj_47_kiggif_AF2_23	I	187	372	2489	4	14
subj_47_kiggif_AF2_47	I	206	408	2400	4	14
subj_47_kiggif_MN1_16	I	225	422	2270	4	14
subj_47_kiggif_MN1_21	I	270	475	2276	5	14
subj_47_kiggif_MN1_42	I	238	415	2381	4	14
subj_47_kiggif_Pre_31	I	221	418	2525	4	14
subj_47_kiggif_Pre_48	I	216	367	2602	4	15
subj_47_kiggif_Pre_8	I	215	420	2371	4	14
subj_47_piffif_13_Post	I	212	415	2086	4	13
subj_47_piffif_1_Post	I	222	434	2176	4	13
subj_47_piffif_50_Post	I	206	420	2007	4	13
subj_47_piffif_AF2_2	I	217	408	2172	4	13
subj_47_piffif_AF2_38	I	217	424	1988	4	13
subj_47_piffif_AF2_53	I	209	409	2127	4	13
subj_47_piffif_MN1_14	I	220	439	1915	4	13
subj_47_piffif_MN1_30	I	220	432	1975	4	13
subj_47_piffif_MN1_46	I	230	446	2114	4	13
subj_47_piffif_Pre_10	I	207	404	2213	4	14
subj_47_piffif_Pre_25	I	205	410	2004	4	13
subj_47_piffif_Pre_26	I	196	449	2135	5	13
subj_47_tissif_24_Post	I	225	442	2024	4	13
subj_47_tissif_35_Post	I	221	388	1974	4	13
subj_47_tissif_46_Post	I	194	351	2174	4	13
subj_47_tissif_AF2_10	I	237	458	2118	5	13
subj_47_tissif_AF2_29	I	203	388	2052	4	13
subj_47_tissif_AF2_37	I	221	435	1988	4	13
subj_47_tissif_MN1_20	I	171	791	1966	7	12
subj_47_tissif_MN1_32	I	257	444	2037	4	13
subj_47_tissif_MN1_33	I	228	437	1935	4	13
subj_47_tissif_Pre_16	I	228	430	2096	4	13
subj_47_tissif_Pre_40	I	215	419	2075	4	13
subj_47_tissif_Pre_45	I	214	417	2062	4	13
subj_48_kiggif_10_Post	I	274	374	2401	4	14
subj_48_kiggif_21_Post	I	203	434	2412	4	14
subj_48_kiggif_41_Post	I	210	421	2317	4	14
subj_48_kiggif_AF2_12	I	283	506	1694	5	12
subj_48_kiggif_AF2_49	I	266	466	1604	5	11
subj_48_kiggif_AF2_53	I	274	552	1596	5	11
subj_48_kiggif_MN1_22	I	275	616	1782	6	12
subj_48_kiggif_MN1_32	I	277	515	1707	5	12
subj_48_kiggif_MN1_8	I	261	532	1601	5	11
subj_48_kiggif_Pre_12	I	235	444	2320	4	14
subj_48_kiggif_Pre_2	I	224	398	2336	4	14
subj_48_kiggif_Pre_38	I	260	437	2279	4	14
subj_48_piffif_18_Post	I	207	427	2107	4	13
subj_48_piffif_25_Post	I	104	441	2273	4	14
subj_48_piffif_30_Post	I	231	407	2063	4	13
subj_48_piffif_AF2_2	I	268	371	1508	4	11
subj_48_piffif_AF2_43	I	243	479	1657	5	12
subj_48_piffif_AF2_52	I	265	608	1792	6	12
subj_48_piffif_MN1_19	I	259	530	1732	5	12
subj_48_piffif_MN1_2	I	255	584	1772	6	12
subj_48_piffif_MN1_5	I	256	574	1754	6	12
subj_48_piffif_Pre_10	I	251	490	2104	5	13
subj_48_piffif_Pre_51	I	226	443	2068	4	13
subj_48_tissif_22_Post	I	240	451	2137	5	13
subj_48_tissif_43_Post	I	229	423	2164	4	13
subj_48_tissif_7_Post	I	239	438	2157	4	13
subj_48_tissif_AF2_1	I	242	442	1349	4	10
subj_48_tissif_AF2_4	I	285	530	1666	5	12
subj_48_tissif_AF2_41	I	253	471	1742	5	12
subj_48_tissif_MN1_27	I	280	617	1655	6	12
subj_48_tissif_MN1_4	I	249	527	1695	5	12
subj_48_tissif_MN1_51	I	266	454	1601	5	11
subj_48_tissif_Pre_31	I	227	423	2139	4	13
subj_48_tissif_Pre_40	I	226	419	2052	4	13
subj_48_tissif_Pre_43	I	231	435	2075	4	13
subj_49_kiggif_17_Post	I	233	453	2452	5	14
subj_49_kiggif_26_Post	I	210	354	2702	4	15
subj_49_kiggif_44_Post	I	198	562	2092	5	13
subj_49_kiggif_AF2_1	I	280	292	2500	3	14
subj_49_kiggif_AF2_26	I	218	420	2179	4	13
subj_49_kiggif_AF2_53	I	230	446	2351	4	14
subj_49_kiggif_MN1_21	I	272	306	2450	3	14
subj_49_kiggif_MN1_34	I	245	445	2427	4	14
subj_49_kiggif_MN1_41	I	263	310	2391	3	14
subj_49_kiggif_Pre_39	I	209	434	2279	4	14
subj_49_kiggif_Pre_52	I	209	366	2543	4	15
subj_49_kiggif_Pre_53	I	221	370	2483	4	14
subj_49_piffif_41_Post	I	204	472	1909	5	13
subj_49_piffif_50_Post	I	212	427	1889	4	13
subj_49_piffif_6_Post	I	215	435	1940	4	13
subj_49_piffif_AF2_19	I	210	440	1875	4	12
subj_49_piffif_AF2_23	I	217	438	1932	4	13
subj_49_piffif_AF2_27	I	202	422	1891	4	13
subj_49_piffif_MN1_1	I	250	526	1991	5	13
subj_49_piffif_MN1_10	I	245	537	1964	5	13
subj_49_piffif_MN1_29	I	224	519	1900	5	13
subj_49_piffif_Pre_36	I	210	473	1978	5	13
subj_49_piffif_Pre_4	I	240	485	1922	5	13
subj_49_piffif_Pre_5	I	221	475	1948	5	13
subj_49_tissif_18_Post	I	206	421	1948	4	13
subj_49_tissif_1_Post	I	247	490	1961	5	13
subj_49_tissif_27_Post	I	191	446	1913	4	13
subj_49_tissif_AF2_24	I	213	426	1919	4	13
subj_49_tissif_AF2_34	I	208	403	1877	4	12
subj_49_tissif_AF2_6	I	246	483	1998	5	13
subj_49_tissif_MN1_31	I	223	500	1943	5	13
subj_49_tissif_MN1_33	I	246	415	2314	4	14
subj_49_tissif_MN1_9	I	244	491	2017	5	13
subj_49_tissif_Pre_24	I	180	693	1828	6	12
subj_49_tissif_Pre_47	I	200	453	1992	5	13
subj_49_tissif_Pre_7	I	234	464	1872	5	12
subj_4_kiggif_14_Post	I	245	464	2079	5	13
subj_4_kiggif_17_Post	I	243	467	2045	5	13
subj_4_kiggif_44_Post	I	244	477	2135	5	13
subj_4_kiggif_AF2_1	I	255	536	1567	5	11
subj_4_kiggif_AF2_4	I	252	517	1560	5	11
subj_4_kiggif_AF2_6	I	251	505	1739	5	12
subj_4_kiggif_MN1_22	I	249	502	1590	5	11
subj_4_kiggif_MN1_29	I	243	550	1558	5	11
subj_4_kiggif_MN1_38	I	235	490	1832	5	12
subj_4_kiggif_Pre_16	I	233	459	2081	5	13
subj_4_kiggif_Pre_2	I	255	460	2075	5	13
subj_4_kiggif_Pre_27	I	239	472	2131	5	13
subj_4_piffif_21_Post	I	246	489	1835	5	12
subj_4_piffif_38_Post	I	241	478	1806	5	12
subj_4_piffif_43_Post	I	237	470	1800	5	12
subj_4_piffif_AF2_15	I	261	519	1592	5	11
subj_4_piffif_AF2_5	I	255	502	1419	5	11
subj_4_piffif_AF2_52	I	237	466	1540	5	11
subj_4_piffif_MN1_24	I	247	555	1505	5	11
subj_4_piffif_MN1_47	I	242	491	1482	5	11
subj_4_piffif_MN1_9	I	247	525	1616	5	11
subj_4_piffif_Pre_18	I	234	465	1932	5	13
subj_4_piffif_Pre_25	I	229	457	1829	5	12
subj_4_piffif_Pre_44	I	237	466	1933	5	13
subj_4_tissif_29_Post	I	249	491	1945	5	13
subj_4_tissif_3_Post	I	247	481	1920	5	13
subj_4_tissif_AF2_24	I	248	492	1337	5	10
subj_4_tissif_AF2_26	I	258	513	1426	5	11
subj_4_tissif_AF2_44	I	235	535	1838	5	12
subj_4_tissif_MN1_3	I	241	476	1575	5	11
subj_4_tissif_MN1_41	I	239	497	1542	5	11
subj_4_tissif_MN1_45	I	239	534	1524	5	11
subj_4_tissif_Pre_15	I	243	477	1948	5	13
subj_4_tissif_Pre_19	I	239	469	1898	5	13
subj_4_tissif_Pre_7	I	232	459	1907	5	13
subj_50_kiggif_38_Post	I	220	339	2477	4	14
subj_50_kiggif_3_Post	I	231	361	2361	4	14
subj_50_kiggif_40_Post	I	220	323	2429	3	14
subj_50_kiggif_AF2_35	I	211	374	2698	4	15
subj_50_kiggif_AF2_36	I	219	329	2512	3	14
subj_50_kiggif_AF2_39	I	230	331	2705	3	15
subj_50_kiggif_MN1_13	I	241	400	2225	4	14
subj_50_kiggif_MN1_31	I	278	327	2249	3	14
subj_50_kiggif_MN1_51	I	249	364	2225	4	14
subj_50_kiggif_Pre_1	I	209	339	2585	4	15
subj_50_kiggif_Pre_45	I	221	284	2351	3	14
subj_50_kiggif_Pre_46	I	235	373	2439	4	14
subj_50_piffif_20_Post	I	244	397	2233	4	14
subj_50_piffif_42_Post	I	217	269	2359	3	14
subj_50_piffif_44_Post	I	219	286	2432	3	14
subj_50_piffif_AF2_11	I	228	436	1870	4	12
subj_50_piffif_AF2_29	I	214	340	2383	4	14
subj_50_piffif_AF2_37	I	222	283	2562	3	15
subj_50_piffif_MN1_22	I	269	283	2197	3	14
subj_50_piffif_MN1_3	I	240	362	2397	4	14
subj_50_piffif_MN1_53	I	239	360	2142	4	13
subj_50_piffif_Pre_33	I	213	341	2403	4	14
subj_50_piffif_Pre_49	I	222	280	2371	3	14
subj_50_piffif_Pre_51	I	236	302	2524	3	14
subj_50_tissif_19_Post	I	225	302	2460	3	14
subj_50_tissif_6_Post	I	227	380	2266	4	14
subj_50_tissif_7_Post	I	225	316	2391	3	14
subj_50_tissif_AF2_16	I	225	390	2361	4	14
subj_50_tissif_AF2_17	I	217	276	2500	3	14
subj_50_tissif_AF2_30	I	214	310	2637	3	15
subj_50_tissif_MN1_20	I	243	471	2128	5	13
subj_50_tissif_MN1_44	I	229	459	1943	5	13
subj_50_tissif_MN1_50	I	249	349	2248	4	14
subj_50_tissif_Pre_16	I	220	396	2294	4	14
subj_50_tissif_Pre_3	I	211	378	2495	4	14
subj_50_tissif_Pre_47	I	231	382	2366	4	14
subj_51_kiggif_18_Post	I	217	431	2167	4	13
subj_51_kiggif_32_Post	I	210	425	2202	4	14
subj_51_kiggif_35_Post	I	228	445	2201	4	14
subj_51_kiggif_AF2_14	I	229	452	2261	5	14
subj_51_kiggif_AF2_19	I	223	441	2276	4	14
subj_51_kiggif_AF2_20	I	204	431	2112	4	13
subj_51_kiggif_MN1_2	I	221	456	2211	5	14
subj_51_kiggif_MN1_37	I	262	531	2157	5	13
subj_51_kiggif_MN1_7	I	235	476	2208	5	14
subj_51_kiggif_Pre_10	I	229	437	2330	4	14
subj_51_kiggif_Pre_23	I	228	447	2251	4	14
subj_51_kiggif_Pre_33	I	227	438	2296	4	14
subj_51_piffif_3_Post	I	214	426	1950	4	13
subj_51_piffif_44_Post	I	217	431	1925	4	13
subj_51_piffif_46_Post	I	219	432	1922	4	13
subj_51_piffif_AF2_3	I	219	430	2084	4	13
subj_51_piffif_AF2_41	I	214	426	2038	4	13
subj_51_piffif_AF2_50	I	212	428	1933	4	13
subj_51_piffif_MN1_12	I	243	487	1944	5	13
subj_51_piffif_MN1_20	I	237	476	2121	5	13
subj_51_piffif_MN1_38	I	244	490	2000	5	13
subj_51_piffif_Pre_0	I	231	457	2070	5	13
subj_51_piffif_Pre_16	I	228	444	2015	4	13
subj_51_piffif_Pre_46	I	233	456	2079	5	13
subj_51_tissif_14_Post	I	221	434	1970	4	13
subj_51_tissif_20_Post	I	216	430	2018	4	13
subj_51_tissif_53_Post	I	219	432	1936	4	13
subj_51_tissif_AF2_17	I	204	408	2059	4	13
subj_51_tissif_AF2_23	I	209	417	2030	4	13
subj_51_tissif_AF2_38	I	214	424	1990	4	13
subj_51_tissif_MN1_13	I	224	441	1984	4	13
subj_51_tissif_MN1_31	I	234	471	2083	5	13
subj_51_tissif_MN1_47	I	234	472	2047	5	13
subj_51_tissif_Pre_3	I	223	434	2034	4	13
subj_51_tissif_Pre_43	I	219	434	2069	4	13
subj_51_tissif_Pre_45	I	221	428	2035	4	13
subj_52_kiggif_14_Post	I	250	492	2364	5	14
subj_52_kiggif_31_Post	I	248	481	2271	5	14
subj_52_kiggif_44_Post	I	244	484	2324	5	14
subj_52_kiggif_AF2_1	I	286	625	1454	6	11
subj_52_kiggif_AF2_30	I	259	564	1558	5	11
subj_52_kiggif_AF2_51	I	283	566	1413	6	11
subj_52_kiggif_MN1_24	I	287	593	1682	6	12
subj_52_kiggif_MN1_53	I	285	447	1669	4	12
subj_52_kiggif_MN1_6	I	288	622	1669	6	12
subj_52_kiggif_Pre_22	I	261	508	2356	5	14
subj_52_kiggif_Pre_26	I	246	478	2374	5	14
subj_52_kiggif_Pre_42	I	252	498	2355	5	14
subj_52_piffif_35_Post	I	264	525	1914	5	13
subj_52_piffif_5_Post	I	253	499	1876	5	12
subj_52_piffif_AF2_10	I	271	541	1562	5	11
subj_52_piffif_AF2_29	I	264	528	1724	5	12
subj_52_piffif_AF2_48	I	266	517	1593	5	11
subj_52_piffif_MN1_14	I	297	595	1548	6	11
subj_52_piffif_MN1_2	I	289	614	1686	6	12
subj_52_piffif_MN1_31	I	297	579	1725	6	12
subj_52_piffif_Pre_12	I	246	505	1964	5	13
subj_52_piffif_Pre_34	I	251	508	1961	5	13
subj_52_piffif_Pre_40	I	255	513	1925	5	13
subj_52_tissif_16_Post	I	250	490	1997	5	13
subj_52_tissif_26_Post	I	250	491	1986	5	13
subj_52_tissif_32_Post	I	255	508	1963	5	13
subj_52_tissif_AF2_19	I	265	464	1652	5	12
subj_52_tissif_AF2_2	I	266	523	1688	5	12
subj_52_tissif_AF2_5	I	265	522	1620	5	12
subj_52_tissif_MN1_23	I	295	588	1674	6	12
subj_52_tissif_MN1_3	I	282	629	1686	6	12
subj_52_tissif_MN1_37	I	295	502	1752	5	12
subj_52_tissif_Pre_25	I	251	502	1970	5	13
subj_52_tissif_Pre_33	I	251	500	2025	5	13
subj_52_tissif_Pre_38	I	237	483	1943	5	13
subj_53_kiggif_35_Post	I	236	420	2437	4	14
subj_53_kiggif_37_Post	I	231	407	2566	4	15
subj_53_kiggif_44_Post	I	227	438	2359	4	14
subj_53_kiggif_AF2_10	I	255	468	1304	5	10
subj_53_kiggif_AF2_20	I	214	420	1055	4	9
subj_53_kiggif_AF2_42	I	217	422	1548	4	11
subj_53_kiggif_MN1_17	I	250	543	1223	5	10
subj_53_kiggif_MN1_35	I	254	614	1506	6	11
subj_53_kiggif_MN1_42	I	251	588	1208	6	10
subj_53_kiggif_Pre_11	I	246	463	2242	5	14
subj_53_kiggif_Pre_12	I	235	445	2353	4	14
subj_53_kiggif_Pre_17	I	237	442	2376	4	14
subj_53_piffif_2_Post	I	220	446	1888	4	13
subj_53_piffif_3_Post	I	227	457	1705	5	12
subj_53_piffif_45_Post	I	100	440	1909	4	13
subj_53_piffif_AF2_14	I	275	298	1365	3	10
subj_53_piffif_AF2_4	I	276	303	1319	3	10
subj_53_piffif_AF2_7	I	236	458	1382	5	10
subj_53_piffif_MN1_24	I	266	438	1330	4	10
subj_53_piffif_MN1_3	I	273	424	1424	4	11
subj_53_piffif_MN1_40	I	251	550	1247	5	10
subj_53_piffif_Pre_3	I	217	428	1792	4	12
subj_53_piffif_Pre_51	I	226	417	1983	4	13
subj_53_piffif_Pre_8	I	120	442	1847	4	12
subj_53_tissif_18_Post	I	232	403	1792	4	12
subj_53_tissif_36_Post	I	232	451	2071	5	13
subj_53_tissif_48_Post	I	236	433	1459	4	11
subj_53_tissif_AF2_26	I	250	490	1680	5	12
subj_53_tissif_AF2_33	I	224	433	1350	4	10
subj_53_tissif_AF2_43	I	216	418	1325	4	10
subj_53_tissif_MN1_34	I	232	647	1356	6	10
subj_53_tissif_MN1_45	I	260	697	1373	7	10
subj_53_tissif_MN1_5	I	267	470	1317	5	10
subj_53_tissif_Pre_1	I	174	445	1961	4	13
subj_53_tissif_Pre_16	I	239	452	2077	5	13
subj_53_tissif_Pre_34	I	244	453	1992	5	13
subj_54_kiggif_25_Post	I	246	488	2164	5	13
subj_54_kiggif_43_Post	I	262	491	2169	5	13
subj_54_kiggif_46_Post	I	284	482	2163	5	13
subj_54_kiggif_AF2_2	I	228	414	1963	4	13
subj_54_kiggif_AF2_52	I	224	414	2208	4	14
subj_54_kiggif_AF2_7	I	230	448	2258	5	14
subj_54_kiggif_MN1_21	I	262	510	2104	5	13
subj_54_kiggif_MN1_31	I	293	581	2045	6	13
subj_54_kiggif_MN1_40	I	288	519	2099	5	13
subj_54_kiggif_Pre_12	I	214	428	2270	4	14
subj_54_kiggif_Pre_35	I	243	475	2213	5	14
subj_54_kiggif_Pre_45	I	245	482	2209	5	14
subj_54_piffif_3_Post	I	250	497	2013	5	13
subj_54_piffif_4_Post	I	247	489	1901	5	13
subj_54_piffif_52_Post	I	255	506	2071	5	13
subj_54_piffif_AF2_18	I	259	489	2026	5	13
subj_54_piffif_AF2_24	I	269	498	1917	5	13
subj_54_piffif_AF2_35	I	278	482	1921	5	13
subj_54_piffif_MN1_1	I	296	566	1916	6	13
subj_54_piffif_MN1_15	I	283	553	1932	5	13
subj_54_piffif_MN1_34	I	292	570	2022	6	13
subj_54_piffif_Pre_34	I	223	438	2089	4	13
subj_54_piffif_Pre_40	I	247	492	1951	5	13
subj_54_piffif_Pre_42	I	250	494	1987	5	13
subj_54_tissif_2_Post	I	233	463	2029	5	13
subj_54_tissif_39_Post	I	227	447	2079	4	13
subj_54_tissif_9_Post	I	241	468	1982	5	13
subj_54_tissif_AF2_21	I	242	481	1948	5	13
subj_54_tissif_AF2_28	I	235	462	1919	5	13
subj_54_tissif_AF2_34	I	211	413	2053	4	13
subj_54_tissif_MN1_45	I	285	569	1939	6	13
subj_54_tissif_MN1_46	I	272	526	1965	5	13
subj_54_tissif_MN1_8	I	305	565	1873	5	12
subj_54_tissif_Pre_24	I	235	459	2118	5	13
subj_54_tissif_Pre_26	I	237	465	2211	5	14
subj_54_tissif_Pre_31	I	214	419	2094	4	13
subj_55_kiggif_13_Post	I	250	454	2340	5	14
subj_55_kiggif_36_Post	I	253	413	2537	4	14
subj_55_kiggif_37_Post	I	244	443	2628	4	15
subj_55_kiggif_AF2_18	I	274	336	1652	3	12
subj_55_kiggif_AF2_30	I	286	543	1444	5	11
subj_55_kiggif_AF2_7	I	249	490	1745	5	12
subj_55_kiggif_MN1_19	I	302	444	1566	4	11
subj_55_kiggif_MN1_8	I	307	541	1543	5	11
subj_55_kiggif_MN1_9	I	308	578	1643	6	12
subj_55_kiggif_Pre_15	I	218	368	2525	4	14
subj_55_kiggif_Pre_19	I	214	374	2572	4	15
subj_55_kiggif_Pre_33	I	120	391	2519	4	14
subj_55_piffif_12_Post	I	230	435	2067	4	13
subj_55_piffif_38_Post	I	239	462	2113	5	13
subj_55_piffif_43_Post	I	254	440	2139	4	13
subj_55_piffif_AF2_23	I	260	609	1412	6	11
subj_55_piffif_AF2_36	I	134	400	1292	4	10
subj_55_piffif_AF2_46	I	278	484	1332	5	10
subj_55_piffif_MN1_34	I	280	405	1236	4	10
subj_55_piffif_MN1_5	I	290	358	1162	4	9
subj_55_piffif_MN1_52	I	278	422	1114	4	9
subj_55_piffif_Pre_22	I	213	395	2113	4	13
subj_55_piffif_Pre_49	I	228	406	2044	4	13
subj_55_piffif_Pre_51	I	240	442	2168	4	13
subj_55_tissif_24_Post	I	248	464	2210	5	14
subj_55_tissif_2_Post	I	245	449	2255	5	14
subj_55_tissif_46_Post	I	246	447	2304	4	14
subj_55_tissif_AF2_28	I	281	550	1648	5	12
subj_55_tissif_AF2_5	I	255	498	1734	5	12
subj_55_tissif_AF2_52	I	297	501	1436	5	11
subj_55_tissif_MN1_2	I	273	482	1400	5	11
subj_55_tissif_MN1_20	I	276	476	1377	5	10
subj_55_tissif_MN1_33	I	287	547	1354	5	10
subj_55_tissif_Pre_10	I	216	390	2050	4	13
subj_55_tissif_Pre_29	I	214	390	2005	4	13
subj_55_tissif_Pre_46	I	249	398	2283	4	14
subj_56_kiggif_24_Post	I	236	453	2308	5	14
subj_56_kiggif_30_Post	I	238	461	2398	5	14
subj_56_kiggif_37_Post	I	176	315	2672	3	15
subj_56_kiggif_AF2_1	I	227	429	2468	4	14
subj_56_kiggif_AF2_28	I	226	430	2455	4	14
subj_56_kiggif_AF2_4	I	231	446	2368	4	14
subj_56_kiggif_MN1_10	I	214	440	2265	4	14
subj_56_kiggif_MN1_37	I	199	430	2175	4	13
subj_56_kiggif_MN1_7	I	230	461	2298	5	14
subj_56_kiggif_Pre_15	I	232	430	2525	4	14
subj_56_kiggif_Pre_18	I	228	429	2368	4	14
subj_56_kiggif_Pre_25	I	208	413	2393	4	14
subj_56_piffif_21_Post	I	216	429	2127	4	13
subj_56_piffif_35_Post	I	219	414	2250	4	14
subj_56_piffif_6_Post	I	234	457	2064	5	13
subj_56_piffif_AF2_24	I	221	435	2205	4	14
subj_56_piffif_AF2_41	I	219	422	2210	4	14
subj_56_piffif_AF2_51	I	227	429	2267	4	14
subj_56_piffif_MN1_13	I	197	448	2049	5	13
subj_56_piffif_MN1_33	I	201	441	2009	4	13
subj_56_piffif_MN1_53	I	224	460	2031	5	13
subj_56_piffif_Pre_32	I	208	413	2228	4	14
subj_56_piffif_Pre_4	I	219	426	2217	4	14
subj_56_piffif_Pre_9	I	230	451	2280	5	14
subj_56_tissif_10_Post	I	230	441	2049	4	13
subj_56_tissif_14_Post	I	234	448	2113	5	13
subj_56_tissif_51_Post	I	113	400	2246	4	14
subj_56_tissif_AF2_38	I	214	425	2311	4	14
subj_56_tissif_AF2_52	I	232	456	2268	5	14
subj_56_tissif_AF2_6	I	218	425	2422	4	14
subj_56_tissif_MN1_12	I	200	454	1988	5	13
subj_56_tissif_MN1_18	I	197	434	2090	4	13
subj_56_tissif_MN1_30	I	198	423	2035	4	13
subj_56_tissif_Pre_26	I	213	424	2187	4	13
subj_56_tissif_Pre_31	I	217	426	2342	4	14
subj_56_tissif_Pre_43	I	211	420	2270	4	14
subj_57_kiggif_14_Post	I	202	398	2145	4	13
subj_57_kiggif_2_Post	I	235	453	2082	5	13
subj_57_kiggif_51_Post	I	207	401	2090	4	13
subj_57_kiggif_AF2_16	I	207	416	2022	4	13
subj_57_kiggif_AF2_29	I	209	401	2132	4	13
subj_57_kiggif_AF2_44	I	222	396	2113	4	13
subj_57_kiggif_MN1_16	I	236	479	2029	5	13
subj_57_kiggif_MN1_34	I	228	466	1976	5	13
subj_57_kiggif_MN1_48	I	233	474	2036	5	13
subj_57_kiggif_Pre_20	I	215	419	1937	4	13
subj_57_kiggif_Pre_31	I	229	449	2036	5	13
subj_57_kiggif_Pre_43	I	225	410	2128	4	13
subj_57_piffif_26_Post	I	96	438	1883	4	12
subj_57_piffif_35_Post	I	102	424	1880	4	12
subj_57_piffif_43_Post	I	100	404	1943	4	13
subj_57_piffif_AF2_31	I	216	402	1907	4	13
subj_57_piffif_AF2_34	I	217	416	1927	4	13
subj_57_piffif_AF2_53	I	211	417	1871	4	12
subj_57_piffif_MN1_12	I	225	454	1909	5	13
subj_57_piffif_MN1_2	I	230	464	1834	5	12
subj_57_piffif_MN1_47	I	235	475	1824	5	12
subj_57_piffif_Pre_23	I	208	410	1901	4	13
subj_57_piffif_Pre_33	I	219	430	1922	4	13
subj_57_piffif_Pre_6	I	179	385	1863	4	12
subj_57_tissif_25_Post	I	212	405	1818	4	12
subj_57_tissif_37_Post	I	208	404	1918	4	13
subj_57_tissif_6_Post	I	216	414	1834	4	12
subj_57_tissif_AF2_27	I	221	419	1775	4	12
subj_57_tissif_AF2_38	I	217	398	1746	4	12
subj_57_tissif_AF2_46	I	225	426	1841	4	12
subj_57_tissif_MN1_14	I	224	443	1744	4	12
subj_57_tissif_MN1_3	I	231	464	1786	5	12
subj_57_tissif_MN1_51	I	231	472	1701	5	12
subj_57_tissif_Pre_0	I	219	430	1931	4	13
subj_57_tissif_Pre_14	I	196	418	1861	4	12
subj_57_tissif_Pre_22	I	209	408	1878	4	12
subj_58_kiggif_15_Post	I	229	438	2448	4	14
subj_58_kiggif_23_Post	I	236	452	2384	5	14
subj_58_kiggif_37_Post	I	177	379	2324	4	14
subj_58_kiggif_AF2_14	I	254	489	1266	5	10
subj_58_kiggif_AF2_39	I	231	435	1152	4	9
subj_58_kiggif_AF2_47	I	251	486	1020	5	9
subj_58_kiggif_MN1_28	I	296	603	1437	6	11
subj_58_kiggif_MN1_29	I	325	577	1010	6	9
subj_58_kiggif_MN1_51	I	314	612	1265	6	10
subj_58_kiggif_Pre_28	I	236	569	2160	6	13
subj_58_kiggif_Pre_29	I	231	572	2114	6	13
subj_58_kiggif_Pre_32	I	245	480	2416	5	14
subj_58_piffif_18_Post	I	232	445	2310	4	14
subj_58_piffif_46_Post	I	217	431	2141	4	13
subj_58_piffif_9_Post	I	232	442	2206	4	14
subj_58_piffif_AF2_15	I	241	478	1474	5	11
subj_58_piffif_AF2_31	I	250	493	1458	5	11
subj_58_piffif_AF2_7	I	255	504	1512	5	11
subj_58_piffif_MN1_16	I	286	504	1334	5	10
subj_58_piffif_MN1_5	I	285	578	1513	6	11
subj_58_piffif_MN1_8	I	300	597	1474	6	11
subj_58_piffif_Pre_0	I	238	469	2055	5	13
subj_58_piffif_Pre_31	I	233	461	2230	5	14
subj_58_piffif_Pre_47	I	240	475	2324	5	14
subj_58_tissif_38_Post	I	187	303	2070	3	13
subj_58_tissif_48_Post	I	225	433	1989	4	13
subj_58_tissif_49_Post	I	222	413	2078	4	13
subj_58_tissif_AF2_11	I	250	479	1528	5	11
subj_58_tissif_AF2_44	I	247	405	1395	4	11
subj_58_tissif_AF2_6	I	251	488	1771	5	12
subj_58_tissif_MN1_17	I	297	591	1364	6	10
subj_58_tissif_MN1_2	I	313	465	1457	5	11
subj_58_tissif_MN1_23	I	291	436	1279	4	10
subj_58_tissif_Pre_2	I	243	480	2194	5	14
subj_58_tissif_Pre_27	I	231	504	1872	5	12
subj_58_tissif_Pre_7	I	232	451	2207	5	14
subj_59_kiggif_1_Post	I	274	322	2409	3	14
subj_59_kiggif_46_Post	I	128	420	2375	4	14
subj_59_kiggif_50_Post	I	285	400	2235	4	14
subj_59_kiggif_AF2_10	I	312	423	1547	4	11
subj_59_kiggif_AF2_36	I	318	499	1373	5	10
subj_59_kiggif_AF2_50	I	320	432	1350	4	10
subj_59_kiggif_MN1_15	I	370	439	1641	4	12
subj_59_kiggif_MN1_33	I	349	525	1646	5	12
subj_59_kiggif_MN1_40	I	373	508	1522	5	11
subj_59_kiggif_Pre_34	I	258	493	2645	5	15
subj_59_kiggif_Pre_39	I	221	444	2207	4	14
subj_59_kiggif_Pre_50	I	330	348	2250	4	14
subj_59_piffif_35_Post	I	279	430	1982	4	13
subj_59_piffif_40_Post	I	289	391	2013	4	13
subj_59_piffif_49_Post	I	288	453	1996	5	13
subj_59_piffif_AF2_20	I	314	553	1575	5	11
subj_59_piffif_AF2_31	I	244	480	1531	5	11
subj_59_piffif_AF2_44	I	345	460	1536	5	11
subj_59_piffif_MN1_27	I	371	600	1526	6	11
subj_59_piffif_MN1_29	I	364	598	1499	6	11
subj_59_piffif_MN1_6	I	389	616	1570	6	11
subj_59_piffif_Pre_32	I	349	386	2059	4	13
subj_59_piffif_Pre_40	I	277	485	2006	5	13
subj_59_piffif_Pre_48	I	278	462	2046	5	13
subj_59_tissif_21_Post	I	272	396	2122	4	13
subj_59_tissif_51_Post	I	301	357	2069	4	13
subj_59_tissif_52_Post	I	265	518	2110	5	13
subj_59_tissif_AF2_14	I	342	347	1379	4	10
subj_59_tissif_AF2_29	I	316	366	1566	4	11
subj_59_tissif_AF2_49	I	329	378	1645	4	12
subj_59_tissif_MN1_0	I	374	393	1504	4	11
subj_59_tissif_MN1_49	I	376	584	1495	6	11
subj_59_tissif_MN1_51	I	377	466	1517	5	11
subj_59_tissif_Pre_1	I	311	382	2135	4	13
