"","fileName","subj","word","block","seq","Label","F0Hz","F1Hz","F2Hz","F3Hz","F4.Hz.","F1Bark","F2Bark","F3Bark","F4Bark","gender","BB"
"1613","subj_10_tessif_3_Post",10,"tessif","Post","3","E","213",638,1906,2806,3042,6,13,15,16,"F","BB"
"1614","subj_10_tessif_40_Post",10,"tessif","Post","40","E","216",611,1884,2830,3319,6,12,15,16,"F","BB"
"1615","subj_10_tessif_AF2_13",10,"tessif","AF1","13","E","224",529,1178,1855,3088,5,9,12,16,"F","BB"
"1616","subj_10_tessif_AF2_29",10,"tessif","AF1","29","E","238",429,1278,2518,4023,4,10,14,18,"F","BB"
"1617","subj_10_tessif_AF2_38",10,"tessif","AF1","38","E","231",440,1129,2506,3923,4,9,14,17,"F","BB"
"1618","subj_10_tessif_MN1_34",10,"tessif","MN2","34","E","259",302,979,2386,4188,3,8,14,18,"F","BB"
"1619","subj_10_tessif_MN1_38",10,"tessif","MN2","38","E","247",654,1155,2231,4225,6,9,14,18,"F","BB"
"1620","subj_10_tessif_MN1_46",10,"tessif","MN2","46","E","273",652,1087,2449,4281,6,9,14,18,"F","BB"
"1621","subj_10_tessif_Pre_1",10,"tessif","Pre","1","E","210",528,1977,2844,4199,5,13,15,18,"F","BB"
"1622","subj_10_tessif_Pre_34",10,"tessif","Pre","34","E","198",576,1987,2838,4252,6,13,15,18,"F","BB"
"1623","subj_10_tessif_Pre_8",10,"tessif","Pre","8","E","216",525,1944,2948,4293,5,13,16,18,"F","BB"
"1624","subj_11_keggif_15_Post",11,"keggif","Post","15","E","220",546,2378,2877,4772,5,14,15,19,"F","NB"
"1625","subj_11_keggif_24_Post",11,"keggif","Post","24","E","217",520,2174,2602,3198,5,13,15,16,"F","NB"
"1626","subj_11_keggif_39_Post",11,"keggif","Post","39","E","214",578,2352,2740,4658,6,14,15,19,"F","NB"
"1627","subj_11_keggif_AF2_22",11,"keggif","AF2","22","E","261",690,2313,2847,4148,6,14,15,18,"F","NB"
"1628","subj_11_keggif_AF2_27",11,"keggif","AF2","27","E","218",612,2062,2718,4051,6,13,15,18,"F","NB"
"1629","subj_11_keggif_AF2_37",11,"keggif","AF2","37","E","223",660,2081,2815,4525,6,13,15,18,"F","NB"
"1630","subj_11_keggif_MN1_11",11,"keggif","MN1","11","E","242",719,2108,2653,3542,7,13,15,17,"F","NB"
"1631","subj_11_keggif_MN1_14",11,"keggif","MN1","14","E","239",637,2266,2851,4164,6,14,15,18,"F","NB"
"1632","subj_11_keggif_MN1_37",11,"keggif","MN1","37","E","246",692,2236,2724,4268,6,14,15,18,"F","NB"
"1633","subj_11_keggif_Pre_23",11,"keggif","Pre","23","E","221",562,2236,2891,4497,5,14,15,18,"F","NB"
"1634","subj_11_keggif_Pre_44",11,"keggif","Pre","44","E","219",583,2342,2903,4523,6,14,15,18,"F","NB"
"1635","subj_11_keggif_Pre_7",11,"keggif","Pre","7","E","213",551,2361,2945,4317,5,14,16,18,"F","NB"
"1636","subj_11_peffif_16_Post",11,"peffif","Post","16","E","215",601,2147,3008,4522,6,13,16,18,"F","NB"
"1637","subj_11_peffif_25_Post",11,"peffif","Post","25","E","219",590,2107,2938,4397,6,13,15,18,"F","NB"
"1638","subj_11_peffif_38_Post",11,"peffif","Post","38","E","217",581,2090,2915,4468,6,13,15,18,"F","NB"
"1639","subj_11_peffif_AF2_19",11,"peffif","AF2","19","E","242",668,2144,2976,4607,6,13,16,19,"F","NB"
"1640","subj_11_peffif_AF2_31",11,"peffif","AF2","31","E","230",541,2175,2973,4602,5,13,16,19,"F","NB"
"1641","subj_11_peffif_AF2_52",11,"peffif","AF2","52","E","222",645,2263,2870,4238,6,14,15,18,"F","NB"
"1642","subj_11_peffif_MN1_20",11,"peffif","MN1","20","E","253",729,2075,2877,4112,7,13,15,18,"F","NB"
"1643","subj_11_peffif_MN1_3",11,"peffif","MN1","3","E","234",694,2106,2866,3325,7,13,15,16,"F","NB"
"1644","subj_11_peffif_MN1_4",11,"peffif","MN1","4","E","227",664,2173,2835,2918,6,13,15,15,"F","NB"
"1645","subj_11_peffif_Pre_26",11,"peffif","Pre","26","E","211",589,1971,2930,4438,6,13,15,18,"F","NB"
"1646","subj_11_peffif_Pre_42",11,"peffif","Pre","42","E","209",597,2185,2946,4376,6,13,16,18,"F","NB"
"1647","subj_11_peffif_Pre_50",11,"peffif","Pre","50","E","212",616,2226,3304,4283,5,14,16,18,"F","NB"
"1648","subj_11_tessif_11_Post",11,"tessif","Post","11","E","216",474,2041,2873,4492,5,13,15,18,"F","NB"
"1649","subj_11_tessif_30_Post",11,"tessif","Post","30","E","229",592,2125,3180,4955,6,13,16,19,"F","NB"
"1650","subj_11_tessif_52_Post",11,"tessif","Post","52","E","214",452,1998,2566,3740,5,13,14,17,"F","NB"
"1651","subj_11_tessif_AF2_34",11,"tessif","AF2","34","E","214",538,2150,2959,4617,5,13,16,19,"F","NB"
"1652","subj_11_tessif_AF2_42",11,"tessif","AF2","42","E","223",557,2120,2953,4518,5,13,16,18,"F","NB"
"1653","subj_11_tessif_AF2_46",11,"tessif","AF2","46","E","227",598,2327,3170,4611,6,14,16,19,"F","NB"
"1654","subj_11_tessif_MN1_6",11,"tessif","MN1","6","E","229",643,2078,2950,4387,6,13,16,18,"F","NB"
"1655","subj_11_tessif_MN1_8",11,"tessif","MN1","8","E","232",677,2070,2936,4458,6,13,15,18,"F","NB"
"1656","subj_11_tessif_MN1_9",11,"tessif","MN1","9","E","231",649,2077,2964,4538,6,13,16,18,"F","NB"
"1657","subj_11_tessif_Pre_1",11,"tessif","Pre","1","E","187",536,2043,2971,4394,5,13,16,18,"F","NB"
"1658","subj_11_tessif_Pre_45",11,"tessif","Pre","45","E","208",590,2017,2886,4487,6,13,15,18,"F","NB"
"1659","subj_11_tessif_Pre_47",11,"tessif","Pre","47","E","214",554,2118,3082,4673,5,13,16,19,"F","NB"
"1660","subj_14_keggif_18_Post",14,"keggif","Post","18","E","228",438,2287,2978,3653,4,14,16,17,"F","BB"
"1661","subj_14_keggif_30_Post",14,"keggif","Post","30","E","224",390,1849,2912,3560,4,12,15,17,"F","BB"
"1662","subj_14_keggif_42_Post",14,"keggif","Post","42","E","251",500,2108,3012,3537,5,13,16,17,"F","BB"
"1663","subj_14_keggif_AF2_10",14,"keggif","AF2","10","E","242",522,1118,2783,3162,5,9,15,16,"F","BB"
"1664","subj_14_keggif_AF2_13",14,"keggif","AF2","13","E","256",511,1551,2494,3276,5,11,14,16,"F","BB"
"1665","subj_14_keggif_AF2_22",14,"keggif","AF2","22","E","251",458,1468,2552,3150,5,11,15,16,"F","BB"
"1666","subj_14_keggif_MN1_2",14,"keggif","MN1","2","E","229",457,1344,2476,3097,5,10,14,16,"F","BB"
"1667","subj_14_keggif_MN1_34",14,"keggif","MN1","34","E","287",393,1002,3112,4114,4,9,16,18,"F","BB"
"1668","subj_14_keggif_MN1_43",14,"keggif","MN1","43","E","247",365,1353,2829,3986,4,10,15,18,"F","BB"
"1669","subj_14_keggif_Pre_31",14,"keggif","Pre","31","E","245",440,2018,2917,3693,4,13,15,17,"F","BB"
"1670","subj_14_keggif_Pre_47",14,"keggif","Pre","47","E","234",476,2364,3129,3621,5,14,16,17,"F","BB"
"1671","subj_14_keggif_Pre_7",14,"keggif","Pre","7","E","231",478,2160,2901,3582,5,13,15,17,"F","BB"
"1672","subj_14_peffif_15_Post",14,"peffif","Post","15","E","242",539,1919,2993,3921,5,13,16,17,"F","BB"
"1673","subj_14_peffif_20_Post",14,"peffif","Post","20","E","241",599,1262,2083,3193,6,10,13,16,"F","BB"
"1674","subj_14_peffif_4_Post",14,"peffif","Post","4","E","244",590,2046,3118,4007,6,13,16,18,"F","BB"
"1675","subj_14_peffif_AF2_21",14,"peffif","AF2","21","E","275",699,1602,2710,3739,7,11,15,17,"F","BB"
"1676","subj_14_peffif_AF2_42",14,"peffif","AF2","42","E","262",665,1423,2665,3720,6,11,15,17,"F","BB"
"1677","subj_14_peffif_AF2_45",14,"peffif","AF2","45","E","139",472,1522,2950,4087,5,11,16,18,"F","BB"
"1678","subj_14_peffif_MN1_10",14,"peffif","MN1","10","E","256",495,1488,2765,4067,5,11,15,18,"F","BB"
"1679","subj_14_peffif_MN1_20",14,"peffif","MN1","20","E","235",451,1639,2939,4045,5,12,15,18,"F","BB"
"1680","subj_14_peffif_MN1_48",14,"peffif","MN1","48","E","281",400,1326,2809,3707,4,10,15,17,"F","BB"
"1681","subj_14_peffif_Pre_1",14,"peffif","Pre","1","E","221",632,1996,3099,4144,6,13,16,18,"F","BB"
"1682","subj_14_peffif_Pre_21",14,"peffif","Pre","21","E","234",457,2064,2597,3455,5,13,15,17,"F","BB"
"1683","subj_14_peffif_Pre_52",14,"peffif","Pre","52","E","247",493,2034,2995,4079,5,13,16,18,"F","BB"
"1684","subj_14_tessif_14_Post",14,"tessif","Post","14","E","239",513,1904,3080,3948,5,13,16,18,"F","BB"
"1685","subj_14_tessif_35_Post",14,"tessif","Post","35","E","248",494,1942,3015,3975,5,13,16,18,"F","BB"
"1686","subj_14_tessif_51_Post",14,"tessif","Post","51","E","233",604,1979,3031,3926,6,13,16,17,"F","BB"
"1687","subj_14_tessif_AF2_34",14,"tessif","AF2","34","E","257",583,1756,2843,4135,6,12,15,18,"F","BB"
"1688","subj_14_tessif_AF2_51",14,"tessif","AF2","51","E","258",437,1465,2749,4072,4,11,15,18,"F","BB"
"1689","subj_14_tessif_AF2_6",14,"tessif","AF2","6","E","239",589,1587,3022,4052,6,11,16,18,"F","BB"
"1690","subj_14_tessif_MN1_39",14,"tessif","MN1","39","E","262",433,1320,2904,4145,4,10,15,18,"F","BB"
"1691","subj_14_tessif_MN1_5",14,"tessif","MN1","5","E","254",495,1604,2437,2977,5,11,14,16,"F","BB"
"1692","subj_14_tessif_MN1_8",14,"tessif","MN1","8","E","237",592,1562,3041,4083,6,11,16,18,"F","BB"
"1693","subj_14_tessif_Pre_15",14,"tessif","Pre","15","E","224",492,2022,3129,4182,5,13,16,18,"F","BB"
"1694","subj_14_tessif_Pre_36",14,"tessif","Pre","36","E","121",592,2081,3215,4141,6,13,16,18,"F","BB"
"1695","subj_14_tessif_Pre_40",14,"tessif","Pre","40","E","241",542,2064,3020,3974,5,13,16,18,"F","BB"
"1696","subj_15_keggif_17_Post",15,"keggif","Post","17","E","187",722,2119,2739,3868,7,13,15,17,"F","BB"
"1697","subj_15_keggif_18_Post",15,"keggif","Post","18","E","205",729,2161,2598,3838,7,13,15,17,"F","BB"
"1698","subj_15_keggif_23_Post",15,"keggif","Post","23","E","168",673,2207,2995,4058,6,14,16,18,"F","BB"
"1699","subj_15_keggif_AF2_30",15,"keggif","AF1","30","E","163",830,1498,2311,2824,7,11,14,15,"F","BB"
"1700","subj_15_keggif_AF2_52",15,"keggif","AF1","52","E","215",782,1330,1869,3008,7,10,12,16,"F","BB"
"1701","subj_15_keggif_AF2_7",15,"keggif","AF1","7","E","216",910,1350,2105,2957,8,10,13,16,"F","BB"
"1702","subj_15_keggif_MN1_25",15,"keggif","MN2","25","E","251",944,1391,2302,3374,8,11,14,16,"F","BB"
"1703","subj_15_keggif_MN1_30",15,"keggif","MN2","30","E","287",926,1495,2292,3444,8,11,14,17,"F","BB"
"1704","subj_15_keggif_MN1_35",15,"keggif","MN2","35","E","224",895,1565,2443,3444,8,11,14,17,"F","BB"
"1705","subj_15_keggif_Pre_28",15,"keggif","Pre","28","E","273",807,2013,2512,3641,7,13,14,17,"F","BB"
"1706","subj_15_keggif_Pre_3",15,"keggif","Pre","3","E","256",765,1945,2516,3470,7,13,14,17,"F","BB"
"1707","subj_15_keggif_Pre_51",15,"keggif","Pre","51","E","237",770,2015,2573,4100,7,13,15,18,"F","BB"
"1708","subj_15_peffif_27_Post",15,"peffif","Post","27","E","186",745,1991,2843,4107,7,13,15,18,"F","BB"
"1709","subj_15_peffif_31_Post",15,"peffif","Post","31","E","167",747,1931,2792,4254,7,13,15,18,"F","BB"
"1710","subj_15_peffif_42_Post",15,"peffif","Post","42","E","173",736,1901,2804,4078,7,13,15,18,"F","BB"
"1711","subj_15_peffif_AF2_29",15,"peffif","AF1","29","E","211",759,1461,2641,4018,7,11,15,18,"F","BB"
"1712","subj_15_peffif_AF2_31",15,"peffif","AF1","31","E","164",695,1525,2647,4272,6,11,15,18,"F","BB"
"1713","subj_15_peffif_AF2_45",15,"peffif","AF1","45","E","180",874,1643,2625,3545,8,12,15,17,"F","BB"
"1714","subj_15_peffif_MN1_38",15,"peffif","MN2","38","E","230",667,1361,2521,4128,6,10,14,18,"F","BB"
"1715","subj_15_peffif_MN1_39",15,"peffif","MN2","39","E","225",830,1402,2647,4245,7,11,15,18,"F","BB"
"1716","subj_15_peffif_MN1_42",15,"peffif","MN2","42","E","225",737,1393,2413,4048,7,11,14,18,"F","BB"
"1717","subj_15_peffif_Pre_50",15,"peffif","Pre","50","E","233",740,1840,2822,4190,7,12,15,18,"F","BB"
"1718","subj_15_peffif_Pre_52",15,"peffif","Pre","52","E","224",786,1962,2811,4244,7,13,15,18,"F","BB"
"1719","subj_15_peffif_Pre_9",15,"peffif","Pre","9","E","240",732,1871,2630,4270,7,12,15,18,"F","BB"
"1720","subj_15_tessif_0_Post",15,"tessif","Post","0","E","194",663,2161,2897,4320,6,13,15,18,"F","BB"
"1721","subj_15_tessif_25_Post",15,"tessif","Post","25","E","163",651,2095,3016,4275,6,13,16,18,"F","BB"
"1722","subj_15_tessif_34_Post",15,"tessif","Post","34","E","162",701,2049,3006,4104,7,13,16,18,"F","BB"
"1723","subj_15_tessif_AF2_27",15,"tessif","AF1","27","E","237",941,1461,2537,2661,8,11,14,15,"F","BB"
"1724","subj_15_tessif_AF2_42",15,"tessif","AF1","42","E","187",910,1565,2310,2920,8,11,14,15,"F","BB"
"1725","subj_15_tessif_AF2_51",15,"tessif","AF1","51","E","202",900,1574,2254,3021,8,11,14,16,"F","BB"
"1726","subj_15_tessif_MN1_21",15,"tessif","MN2","21","E","297",917,1426,2421,3932,8,11,14,17,"F","BB"
"1727","subj_15_tessif_MN1_32",15,"tessif","MN2","32","E","207",705,1268,2502,4207,7,10,14,18,"F","BB"
"1728","subj_15_tessif_MN1_50",15,"tessif","MN2","50","E","224",900,1458,2613,4291,8,11,15,18,"F","BB"
"1729","subj_15_tessif_Pre_38",15,"tessif","Pre","38","E","227",803,1915,2887,4398,7,13,15,18,"F","BB"
"1730","subj_15_tessif_Pre_41",15,"tessif","Pre","41","E","249",714,2067,2954,4394,7,13,16,18,"F","BB"
"1731","subj_15_tessif_Pre_47",15,"tessif","Pre","47","E","249",735,2005,2897,4258,7,13,15,18,"F","BB"
"1732","subj_17_keggif_10_Post",17,"keggif","Post","10","E","214",530,1946,2564,3742,5,13,15,17,"F","BB"
"1733","subj_17_keggif_14_Post",17,"keggif","Post","14","E","213",482,1971,2436,3378,5,13,14,16,"F","BB"
"1734","subj_17_keggif_35_Post",17,"keggif","Post","35","E","217",493,2008,2366,3667,5,13,14,17,"F","BB"
"1735","subj_17_keggif_AF2_2",17,"keggif","AF1","2","E","257",607,1613,2319,3699,6,11,14,17,"F","BB"
"1736","subj_17_keggif_AF2_3",17,"keggif","AF1","3","E","255",690,1611,2525,3838,6,11,14,17,"F","BB"
"1737","subj_17_keggif_AF2_43",17,"keggif","AF1","43","E","243",516,1450,2383,3653,5,11,14,17,"F","BB"
"1738","subj_17_keggif_MN1_24",17,"keggif","MN2","24","E","297",612,1496,2266,3722,6,11,14,17,"F","BB"
"1739","subj_17_keggif_MN1_26",17,"keggif","MN2","26","E","303",636,1503,2237,3881,6,11,14,17,"F","BB"
"1740","subj_17_keggif_MN1_3",17,"keggif","MN2","3","E","316",652,1577,2211,3799,6,11,14,17,"F","BB"
"1741","subj_17_keggif_Pre_24",17,"keggif","Pre","24","E","232",528,2103,2680,3777,5,13,15,17,"F","BB"
"1742","subj_17_keggif_Pre_38",17,"keggif","Pre","38","E","237",611,2138,2808,3969,6,13,15,18,"F","BB"
"1743","subj_17_keggif_Pre_53",17,"keggif","Pre","53","E","231",544,2043,2459,3693,5,13,14,17,"F","BB"
"1744","subj_17_peffif_30_Post",17,"peffif","Post","30","E","221",574,1724,2743,4055,6,12,15,18,"F","BB"
"1745","subj_17_peffif_53_Post",17,"peffif","Post","53","E","208",587,1665,2519,3872,6,12,14,17,"F","BB"
"1746","subj_17_peffif_8_Post",17,"peffif","Post","8","E","219",604,1663,2641,3998,6,12,15,18,"F","BB"
"1747","subj_17_peffif_AF2_11",17,"peffif","AF1","11","E","239",564,1200,2709,3830,5,10,15,17,"F","BB"
"1748","subj_17_peffif_AF2_20",17,"peffif","AF1","20","E","270",556,1193,2899,3735,5,10,15,17,"F","BB"
"1749","subj_17_peffif_AF2_27",17,"peffif","AF1","27","E","254",751,1240,2624,2983,7,10,15,16,"F","BB"
"1750","subj_17_peffif_MN1_0",17,"peffif","MN2","0","E","318",774,1484,2533,4143,7,11,14,18,"F","BB"
"1751","subj_17_peffif_MN1_39",17,"peffif","MN2","39","E","304",638,1240,2629,3948,6,10,15,18,"F","BB"
"1752","subj_17_peffif_MN1_7",17,"peffif","MN2","7","E","320",699,1494,2317,4141,7,11,14,18,"F","BB"
"1753","subj_17_peffif_Pre_25",17,"peffif","Pre","25","E","229",650,1732,2710,4201,6,12,15,18,"F","BB"
"1754","subj_17_peffif_Pre_3",17,"peffif","Pre","3","E","230",639,1719,2706,4117,6,12,15,18,"F","BB"
"1755","subj_17_peffif_Pre_4",17,"peffif","Pre","4","E","218",635,1774,2776,4057,6,12,15,18,"F","BB"
"1756","subj_17_tessif_15_Post",17,"tessif","Post","15","E","220",537,1634,2948,3786,5,12,16,17,"F","BB"
"1757","subj_17_tessif_19_Post",17,"tessif","Post","19","E","223",570,1617,2896,3273,6,11,15,16,"F","BB"
"1758","subj_17_tessif_42_Post",17,"tessif","Post","42","E","200",485,1623,2941,4497,5,12,16,18,"F","BB"
"1759","subj_17_tessif_AF2_1",17,"tessif","AF1","1","E","247",529,1487,2490,3681,5,11,14,17,"F","BB"
"1760","subj_17_tessif_AF2_18",17,"tessif","AF1","18","E","267",555,1357,2582,3681,5,10,15,17,"F","BB"
"1761","subj_17_tessif_AF2_32",17,"tessif","AF1","32","E","266",522,1395,2471,3627,5,11,14,17,"F","BB"
"1762","subj_17_tessif_MN1_31",17,"tessif","MN2","31","E","306",617,1492,2540,3658,6,11,15,17,"F","BB"
"1763","subj_17_tessif_MN1_35",17,"tessif","MN2","35","E","281",582,1382,2361,3872,6,10,14,17,"F","BB"
"1764","subj_17_tessif_MN1_40",17,"tessif","MN2","40","E","305",612,1272,2378,3600,6,10,14,17,"F","BB"
"1765","subj_17_tessif_Pre_17",17,"tessif","Pre","17","E","229",599,1804,2888,4353,6,12,15,18,"F","BB"
"1766","subj_17_tessif_Pre_27",17,"tessif","Pre","27","E","225",561,1781,2955,4140,5,12,16,18,"F","BB"
"1767","subj_17_tessif_Pre_9",17,"tessif","Pre","9","E","226",600,1810,2920,4212,6,12,15,18,"F","BB"
"1768","subj_18_keggif_27_Post",18,"keggif","Post","27","E","232",661,2034,2841,3876,6,13,15,17,"F","NB"
"1769","subj_18_keggif_3_Post",18,"keggif","Post","3","E","232",674,2039,2781,3622,6,13,15,17,"F","NB"
"1770","subj_18_keggif_53_Post",18,"keggif","Post","53","E","276",691,2037,2686,3463,6,13,15,17,"F","NB"
"1771","subj_18_keggif_AF2_33",18,"keggif","AF2","33","E","225",648,2027,2754,3566,6,13,15,17,"F","NB"
"1772","subj_18_keggif_AF2_42",18,"keggif","AF2","42","E","235",638,2160,2824,3901,6,13,15,17,"F","NB"
"1773","subj_18_keggif_AF2_47",18,"keggif","AF2","47","E","269",659,2055,2666,3753,6,13,15,17,"F","NB"
"1774","subj_18_keggif_MN1_31",18,"keggif","MN1","31","E","287",652,2025,2657,3626,6,13,15,17,"F","NB"
"1775","subj_18_keggif_MN1_8",18,"keggif","MN1","8","E","293",676,2045,2741,3599,6,13,15,17,"F","NB"
"1776","subj_18_keggif_Pre_17",18,"keggif","Pre","17","E","229",561,2096,2780,3607,5,13,15,17,"F","NB"
"1777","subj_18_keggif_Pre_3",18,"keggif","Pre","3","E","220",647,2099,2670,3667,6,13,15,17,"F","NB"
"1778","subj_18_keggif_Pre_8",18,"keggif","Pre","8","E","202",608,2046,2738,3620,6,13,15,17,"F","NB"
"1779","subj_18_peffif_28_Post",18,"peffif","Post","28","E","284",646,1893,2777,2904,6,13,15,15,"F","NB"
"1780","subj_18_peffif_32_Post",18,"peffif","Post","32","E","285",659,1860,2584,3045,6,12,15,16,"F","NB"
"1781","subj_18_peffif_36_Post",18,"peffif","Post","36","E","231",677,1884,2795,3557,6,12,15,17,"F","NB"
"1782","subj_18_peffif_AF2_2",18,"peffif","AF2","2","E","223",665,1882,2794,3405,6,12,15,17,"F","NB"
"1783","subj_18_peffif_AF2_31",18,"peffif","AF2","31","E","215",639,1871,2810,4048,6,12,15,18,"F","NB"
"1784","subj_18_peffif_AF2_37",18,"peffif","AF2","37","E","218",648,1861,2859,3318,6,12,15,16,"F","NB"
"1785","subj_18_peffif_MN1_24",18,"peffif","MN1","24","E","242",659,1859,2591,3595,6,12,15,17,"F","NB"
"1786","subj_18_peffif_MN1_33",18,"peffif","MN1","33","E","266",725,1842,2674,3476,7,12,15,17,"F","NB"
"1787","subj_18_peffif_MN1_42",18,"peffif","MN1","42","E","251",653,1982,2794,3577,6,13,15,17,"F","NB"
"1788","subj_18_peffif_Pre_15",18,"peffif","Pre","15","E","225",644,1858,2758,3687,6,12,15,17,"F","NB"
"1789","subj_18_peffif_Pre_52",18,"peffif","Pre","52","E","246",656,1893,2620,3646,6,13,15,17,"F","NB"
"1790","subj_18_peffif_Pre_6",18,"peffif","Pre","6","E","215",673,1844,2772,3789,6,12,15,17,"F","NB"
"1791","subj_18_tessif_33_Post",18,"tessif","Post","33","E","239",647,2033,3050,3813,6,13,16,17,"F","NB"
"1792","subj_18_tessif_45_Post",18,"tessif","Post","45","E","265",651,1890,2952,3735,6,13,16,17,"F","NB"
"1793","subj_18_tessif_50_Post",18,"tessif","Post","50","E","237",451,2132,2876,4357,5,13,15,18,"F","NB"
"1794","subj_18_tessif_AF2_14",18,"tessif","AF2","14","E","224",617,1958,2920,3061,6,13,15,16,"F","NB"
"1795","subj_18_tessif_AF2_48",18,"tessif","AF2","48","E","223",618,1973,2997,3557,6,13,16,17,"F","NB"
"1796","subj_18_tessif_AF2_52",18,"tessif","AF2","52","E","264",621,1806,2934,3774,6,12,15,17,"F","NB"
"1797","subj_18_tessif_MN1_14",18,"tessif","MN1","14","E","258",682,2004,2965,3457,6,13,16,17,"F","NB"
"1798","subj_18_tessif_MN1_4",18,"tessif","MN1","4","E","266",671,1835,2849,3703,6,12,15,17,"F","NB"
"1799","subj_18_tessif_MN1_43",18,"tessif","MN1","43","E","282",653,1930,2991,3414,6,13,16,17,"F","NB"
"1800","subj_18_tessif_Pre_39",18,"tessif","Pre","39","E","203",628,1982,2929,3425,6,13,15,17,"F","NB"
"1801","subj_18_tessif_Pre_41",18,"tessif","Pre","41","E","197",557,1967,3094,3490,5,13,16,17,"F","NB"
"1802","subj_18_tessif_Pre_44",18,"tessif","Pre","44","E","247",561,1946,3049,4199,5,13,16,18,"F","NB"
"1803","subj_19_keggif_15_Post",19,"keggif","Post","15","E","231",449,1943,2744,3793,5,13,15,17,"F","BB"
"1804","subj_19_keggif_35_Post",19,"keggif","Post","35","E","217",527,2049,2828,3797,5,13,15,17,"F","BB"
"1805","subj_19_keggif_50_Post",19,"keggif","Post","50","E","217",512,1881,2075,3751,5,12,13,17,"F","BB"
"1806","subj_19_keggif_AF2_12",19,"keggif","AF1","12","E","242",485,1399,2615,3624,5,11,15,17,"F","BB"
"1807","subj_19_keggif_AF2_20",19,"keggif","AF1","20","E","234",473,1401,2561,4050,5,11,15,18,"F","BB"
"1808","subj_19_keggif_AF2_28",19,"keggif","AF1","28","E","231",435,1337,2589,4203,4,10,15,18,"F","BB"
"1809","subj_19_keggif_MN1_12",19,"keggif","MN2","12","E","274",719,1443,2558,3250,7,11,15,16,"F","BB"
"1810","subj_19_keggif_MN1_32",19,"keggif","MN2","32","E","276",684,1436,2514,3630,6,11,14,17,"F","BB"
"1811","subj_19_keggif_MN1_44",19,"keggif","MN2","44","E","273",696,1550,2488,3483,7,11,14,17,"F","BB"
"1812","subj_19_keggif_Pre_1",19,"keggif","Pre","1","E","222",483,1983,2855,3937,5,13,15,17,"F","BB"
"1813","subj_19_keggif_Pre_17",19,"keggif","Pre","17","E","216",474,2009,3060,4152,5,13,16,18,"F","BB"
"1814","subj_19_keggif_Pre_45",19,"keggif","Pre","45","E","220",454,1989,2437,3729,5,13,14,17,"F","BB"
"1815","subj_19_peffif_18_Post",19,"peffif","Post","18","E","211",587,1869,2913,3315,6,12,15,16,"F","BB"
"1816","subj_19_peffif_42_Post",19,"peffif","Post","42","E","217",541,1928,2783,3405,5,13,15,16,"F","BB"
"1817","subj_19_peffif_44_Post",19,"peffif","Post","44","E","212",589,1883,3050,3536,6,12,16,17,"F","BB"
"1818","subj_19_peffif_AF2_33",19,"peffif","AF1","33","E","220",600,1445,2634,3892,6,11,15,17,"F","BB"
"1819","subj_19_peffif_AF2_45",19,"peffif","AF1","45","E","217",614,1482,2509,3437,6,11,14,17,"F","BB"
"1820","subj_19_peffif_AF2_49",19,"peffif","AF1","49","E","230",542,1367,2669,3457,5,10,15,17,"F","BB"
"1821","subj_19_peffif_MN1_17",19,"peffif","MN2","17","E","260",631,1541,2544,3492,6,11,15,17,"F","BB"
"1822","subj_19_peffif_MN1_28",19,"peffif","MN2","28","E","249",606,1491,2492,3554,6,11,14,17,"F","BB"
"1823","subj_19_peffif_MN1_33",19,"peffif","MN2","33","E","280",742,1389,2451,3634,7,11,14,17,"F","BB"
"1824","subj_19_peffif_Pre_18",19,"peffif","Pre","18","E","218",490,1647,2859,3927,5,12,15,17,"F","BB"
"1825","subj_19_peffif_Pre_28",19,"peffif","Pre","28","E","210",514,1758,2816,3972,5,12,15,18,"F","BB"
"1826","subj_19_peffif_Pre_50",19,"peffif","Pre","50","E","224",469,1698,2634,3841,5,12,15,17,"F","BB"
"1827","subj_19_tessif_25_Post",19,"tessif","Post","25","E","218",503,1976,2969,3373,5,13,16,16,"F","BB"
"1828","subj_19_tessif_27_Post",19,"tessif","Post","27","E","216",535,1948,2911,4087,5,13,15,18,"F","BB"
"1829","subj_19_tessif_43_Post",19,"tessif","Post","43","E","224",437,1740,2932,4144,4,12,15,18,"F","BB"
"1830","subj_19_tessif_AF2_18",19,"tessif","AF1","18","E","200",569,1402,2599,3889,6,11,15,17,"F","BB"
"1831","subj_19_tessif_AF2_19",19,"tessif","AF1","19","E","228",448,1568,2502,3599,5,11,14,17,"F","BB"
"1832","subj_19_tessif_AF2_27",19,"tessif","AF1","27","E","234",453,1403,2601,3816,5,11,15,17,"F","BB"
"1833","subj_19_tessif_MN1_15",19,"tessif","MN2","15","E","254",601,1505,2560,3577,6,11,15,17,"F","BB"
"1834","subj_19_tessif_MN1_16",19,"tessif","MN2","16","E","259",570,1558,2539,3463,6,11,15,17,"F","BB"
"1835","subj_19_tessif_MN1_46",19,"tessif","MN2","46","E","270",642,1419,2472,3569,6,11,14,17,"F","BB"
"1836","subj_19_tessif_Pre_15",19,"tessif","Pre","15","E","221",451,1754,2838,3718,5,12,15,17,"F","BB"
"1837","subj_19_tessif_Pre_33",19,"tessif","Pre","33","E","221",448,1781,2884,4155,5,12,15,18,"F","BB"
"1838","subj_19_tessif_Pre_44",19,"tessif","Pre","44","E","206",475,1772,2887,4126,5,12,15,18,"F","BB"
