"","fileName","subj","word","block","seq","Label","F0Hz","F1Hz","F2Hz","F3Hz","F4.Hz.","F1Bark","F2Bark","F3Bark","F4Bark","gender","BB"
"219","subj_19_kiggif_AF2_6",19,"kiggif","AF1","6","I","255",494,1517,2766,3778,5,11,15,17,"F","BB"
"220","subj_19_kiggif_AF2_8",19,"kiggif","AF1","8","I","239",447,1457,2735,3818,4,11,15,17,"F","BB"
"221","subj_19_kiggif_MN1_37",19,"kiggif","MN2","37","I","300",598,1502,2608,3404,6,11,15,17,"F","BB"
"222","subj_19_kiggif_MN1_7",19,"kiggif","MN2","7","I","275",550,1642,2483,3421,5,12,14,17,"F","BB"
"223","subj_19_kiggif_Pre_0",19,"kiggif","Pre","0","I","231",368,2389,3340,4072,4,14,16,18,"F","BB"
"224","subj_19_kiggif_Pre_10",19,"kiggif","Pre","10","I","229",425,2360,3151,4036,4,14,16,18,"F","BB"
"225","subj_19_kiggif_Pre_8",19,"kiggif","Pre","8","I","230",423,2426,3095,4224,4,14,16,18,"F","BB"
"226","subj_19_piffif_17_Post",19,"piffif","Post","17","I","233",430,2080,2778,3839,4,13,15,17,"F","BB"
"227","subj_19_piffif_36_Post",19,"piffif","Post","36","I","229",434,2044,2826,3364,4,13,15,16,"F","BB"
"228","subj_19_piffif_8_Post",19,"piffif","Post","8","I","222",427,2102,2907,3977,4,13,15,18,"F","BB"
"229","subj_19_piffif_AF2_23",19,"piffif","AF1","23","I","252",497,1505,2469,3867,5,11,14,17,"F","BB"
"230","subj_19_piffif_AF2_35",19,"piffif","AF1","35","I","234",438,1438,2458,3699,4,11,14,17,"F","BB"
"231","subj_19_piffif_AF2_41",19,"piffif","AF1","41","I","253",498,1479,2547,3982,5,11,15,18,"F","BB"
"232","subj_19_piffif_MN1_22",19,"piffif","MN2","22","I","264",539,1458,2504,3482,5,11,14,17,"F","BB"
"233","subj_19_piffif_MN1_24",19,"piffif","MN2","24","I","268",569,1505,2423,3592,6,11,14,17,"F","BB"
"234","subj_19_piffif_MN1_43",19,"piffif","MN2","43","I","279",582,1369,2497,3626,6,10,14,17,"F","BB"
"235","subj_19_piffif_Pre_21",19,"piffif","Pre","21","I","227",427,2071,2799,3979,4,13,15,18,"F","BB"
"236","subj_19_piffif_Pre_32",19,"piffif","Pre","32","I","223",423,2076,2808,3936,4,13,15,18,"F","BB"
"237","subj_19_piffif_Pre_6",19,"piffif","Pre","6","I","234",429,2170,2576,3584,4,13,15,17,"F","BB"
"238","subj_19_tissif_1_Post",19,"tissif","Post","1","I","235",453,2121,2974,4028,5,13,16,18,"F","BB"
"239","subj_19_tissif_31_Post",19,"tissif","Post","31","I","221",423,2017,2963,4012,4,13,16,18,"F","BB"
"240","subj_19_tissif_6_Post",19,"tissif","Post","6","I","240",470,1988,2949,4091,5,13,16,18,"F","BB"
"241","subj_19_tissif_AF2_17",19,"tissif","AF1","17","I","229",448,1417,2598,3703,5,11,15,17,"F","BB"
"242","subj_19_tissif_AF2_38",19,"tissif","AF1","38","I","254",495,1490,2539,3815,5,11,15,17,"F","BB"
"243","subj_19_tissif_AF2_52",19,"tissif","AF1","52","I","217",439,1498,2603,4006,4,11,15,18,"F","BB"
"244","subj_19_tissif_MN1_39",19,"tissif","MN2","39","I","287",577,1431,2574,3439,6,11,15,17,"F","BB"
"245","subj_19_tissif_MN1_42",19,"tissif","MN2","42","I","283",554,1391,2536,3611,5,11,14,17,"F","BB"
"246","subj_19_tissif_MN1_50",19,"tissif","MN2","50","I","287",570,1532,2423,3385,6,11,14,16,"F","BB"
"247","subj_19_tissif_Pre_16",19,"tissif","Pre","16","I","226",416,2040,2974,4052,4,13,16,18,"F","BB"
"248","subj_19_tissif_Pre_20",19,"tissif","Pre","20","I","227",437,1999,2961,4103,4,13,16,18,"F","BB"
"249","subj_19_tissif_Pre_52",19,"tissif","Pre","52","I","230",430,2035,3046,4266,4,13,16,18,"F","BB"
"250","subj_1_kiggif_28_Post",1,"kiggif","Post","28","I","255",342,2488,3135,3959,4,14,16,18,"F","NB"
"251","subj_1_kiggif_35_Post",1,"kiggif","Post","35","I","266",292,2400,2791,4003,3,14,15,18,"F","NB"
"252","subj_1_kiggif_48_Post",1,"kiggif","Post","48","I","261",390,2344,2963,3912,4,14,16,17,"F","NB"
"253","subj_1_kiggif_AF2_33",1,"kiggif","AF2","33","I","266",302,2434,2906,3939,3,14,15,18,"F","NB"
"254","subj_1_kiggif_AF2_41",1,"kiggif","AF2","41","I","265",273,2756,3566,4061,3,15,17,18,"F","NB"
"255","subj_1_kiggif_AF2_42",1,"kiggif","AF2","42","I","269",271,2685,3456,4017,3,15,17,18,"F","NB"
"256","subj_1_kiggif_MN1_43",1,"kiggif","MN1","43","I","289",495,2273,2816,3553,5,14,15,17,"F","NB"
"257","subj_1_kiggif_MN1_52",1,"kiggif","MN1","52","I","274",510,2218,2768,3524,5,14,15,17,"F","NB"
"258","subj_1_kiggif_Pre_17",1,"kiggif","Pre","17","I","249",468,2436,2719,3988,5,14,15,18,"F","NB"
"259","subj_1_kiggif_Pre_3",1,"kiggif","Pre","3","I","256",360,2371,2700,3567,4,14,15,17,"F","NB"
"260","subj_1_kiggif_Pre_37",1,"kiggif","Pre","37","I","253",441,2424,2948,3919,4,14,16,17,"F","NB"
"261","subj_1_piffif_29_Post",1,"piffif","Post","29","I","267",425,2139,2917,4098,4,13,15,18,"F","NB"
"262","subj_1_piffif_34_Post",1,"piffif","Post","34","I","261",406,2061,2742,3823,4,13,15,17,"F","NB"
"263","subj_1_piffif_49_Post",1,"piffif","Post","49","I","253",439,1953,2599,3761,4,13,15,17,"F","NB"
"264","subj_1_piffif_AF2_40",1,"piffif","AF2","40","I","261",335,1616,2594,3625,3,11,15,17,"F","NB"
"265","subj_1_piffif_AF2_5",1,"piffif","AF2","5","I","250",403,1979,2787,3885,4,13,15,17,"F","NB"
"266","subj_1_piffif_AF2_7",1,"piffif","AF2","7","I","256",469,1945,2690,3779,5,13,15,17,"F","NB"
"267","subj_1_piffif_MN1_30",1,"piffif","MN1","30","I","283",577,1948,2735,3654,6,13,15,17,"F","NB"
"268","subj_1_piffif_MN1_38",1,"piffif","MN1","38","I","272",545,1995,2735,3756,5,13,15,17,"F","NB"
"269","subj_1_piffif_MN1_6",1,"piffif","MN1","6","I","273",521,1959,2684,3717,5,13,15,17,"F","NB"
"270","subj_1_piffif_Pre_11",1,"piffif","Pre","11","I","252",479,1974,2580,3699,5,13,15,17,"F","NB"
"271","subj_1_piffif_Pre_25",1,"piffif","Pre","25","I","252",476,2039,2689,3736,5,13,15,17,"F","NB"
"272","subj_1_piffif_Pre_35",1,"piffif","Pre","35","I","246",492,1983,2705,3828,5,13,15,17,"F","NB"
"273","subj_1_tissif_13_Post",1,"tissif","Post","13","I","269",343,2150,2957,4018,4,13,16,18,"F","NB"
"274","subj_1_tissif_16_Post",1,"tissif","Post","16","I","267",347,2145,2934,4155,4,13,15,18,"F","NB"
"275","subj_1_tissif_2_Post",1,"tissif","Post","2","I","264",343,2150,2797,4050,4,13,15,18,"F","NB"
"276","subj_1_tissif_AF2_18",1,"tissif","AF2","18","I","268",423,2157,2978,4345,4,13,16,18,"F","NB"
"277","subj_1_tissif_AF2_19",1,"tissif","AF2","19","I","267",457,2105,2945,4129,5,13,16,18,"F","NB"
"278","subj_1_tissif_AF2_51",1,"tissif","AF2","51","I","270",446,2187,2984,4169,4,13,16,18,"F","NB"
"279","subj_1_tissif_MN1_14",1,"tissif","MN1","14","I","295",550,2028,2885,3667,5,13,15,17,"F","NB"
"280","subj_1_tissif_MN1_35",1,"tissif","MN1","35","I","270",549,1948,2804,3622,5,13,15,17,"F","NB"
"281","subj_1_tissif_MN1_49",1,"tissif","MN1","49","I","295",589,2051,2952,3870,6,13,16,17,"F","NB"
"282","subj_1_tissif_Pre_34",1,"tissif","Pre","34","I","250",464,2071,2812,4042,5,13,15,18,"F","NB"
"283","subj_1_tissif_Pre_9",1,"tissif","Pre","9","I","251",486,2049,2944,4337,5,13,16,18,"F","NB"
"284","subj_20_kiggif_40_Post",20,"kiggif","Post","40","I","269",349,2389,3081,3956,4,14,16,18,"F","NB"
"285","subj_20_kiggif_48_Post",20,"kiggif","Post","48","I","257",419,2323,3195,3985,4,14,16,18,"F","NB"
"286","subj_20_kiggif_8_Post",20,"kiggif","Post","8","I","276",346,2324,3127,4172,4,14,16,18,"F","NB"
"287","subj_20_kiggif_AF2_12",20,"kiggif","AF2","12","I","259",415,2487,3058,4027,4,14,16,18,"F","NB"
"288","subj_20_kiggif_AF2_18",20,"kiggif","AF2","18","I","270",389,2413,2963,3895,4,14,16,17,"F","NB"
"289","subj_20_kiggif_AF2_42",20,"kiggif","AF2","42","I","234",459,2418,3062,4046,5,14,16,18,"F","NB"
"290","subj_20_kiggif_MN1_11",20,"kiggif","MN1","11","I","274",539,2267,2943,3810,5,14,16,17,"F","NB"
"291","subj_20_kiggif_MN1_12",20,"kiggif","MN1","12","I","255",496,2276,2958,3858,5,14,16,17,"F","NB"
"292","subj_20_kiggif_MN1_38",20,"kiggif","MN1","38","I","271",515,2358,2972,3861,5,14,16,17,"F","NB"
"293","subj_20_kiggif_Pre_28",20,"kiggif","Pre","28","I","243",467,2368,2832,3839,5,14,15,17,"F","NB"
"294","subj_20_kiggif_Pre_44",20,"kiggif","Pre","44","I","241",391,2482,2923,3809,4,14,15,17,"F","NB"
"295","subj_20_kiggif_Pre_7",20,"kiggif","Pre","7","I","261",348,2549,2829,3975,4,15,15,18,"F","NB"
"296","subj_20_piffif_33_Post",20,"piffif","Post","33","I","281",387,2233,3075,4008,4,14,16,18,"F","NB"
"297","subj_20_piffif_34_Post",20,"piffif","Post","34","I","263",456,2160,3062,4062,5,13,16,18,"F","NB"
"298","subj_20_piffif_35_Post",20,"piffif","Post","35","I","244",487,2213,2981,4054,5,14,16,18,"F","NB"
"299","subj_20_piffif_AF2_0",20,"piffif","AF2","0","I","237",468,2267,3021,4040,5,14,16,18,"F","NB"
"300","subj_20_piffif_AF2_15",20,"piffif","AF2","15","I","256",469,2290,3055,4118,5,14,16,18,"F","NB"
"301","subj_20_piffif_AF2_17",20,"piffif","AF2","17","I","250",491,2250,2975,4010,5,14,16,18,"F","NB"
"302","subj_20_piffif_MN1_10",20,"piffif","MN1","10","I","260",524,2228,3001,4081,5,14,16,18,"F","NB"
"303","subj_20_piffif_MN1_34",20,"piffif","MN1","34","I","249",507,2207,2880,3989,5,14,15,18,"F","NB"
"304","subj_20_piffif_MN1_4",20,"piffif","MN1","4","I","295",586,2261,2982,4049,6,14,16,18,"F","NB"
"305","subj_20_piffif_Pre_18",20,"piffif","Pre","18","I","249",476,2221,2944,4118,5,14,16,18,"F","NB"
"306","subj_20_piffif_Pre_32",20,"piffif","Pre","32","I","245",475,2168,2932,4070,5,13,15,18,"F","NB"
"307","subj_20_piffif_Pre_5",20,"piffif","Pre","5","I","266",459,2192,2908,4013,5,14,15,18,"F","NB"
"308","subj_20_tissif_24_Post",20,"tissif","Post","24","I","158",379,2089,3057,4093,4,13,16,18,"F","NB"
"309","subj_20_tissif_3_Post",20,"tissif","Post","3","I","259",471,2258,3121,4188,5,14,16,18,"F","NB"
"310","subj_20_tissif_47_Post",20,"tissif","Post","47","I","290",376,2249,3155,4215,4,14,16,18,"F","NB"
"311","subj_20_tissif_AF2_26",20,"tissif","AF2","26","I","257",465,2179,3058,4185,5,13,16,18,"F","NB"
"312","subj_20_tissif_AF2_5",20,"tissif","AF2","5","I","249",478,2227,3040,4186,5,14,16,18,"F","NB"
"313","subj_20_tissif_AF2_53",20,"tissif","AF2","53","I","253",495,2209,3110,4049,5,14,16,18,"F","NB"
"314","subj_20_tissif_MN1_14",20,"tissif","MN1","14","I","234",480,2092,2814,4057,5,13,15,18,"F","NB"
"315","subj_20_tissif_MN1_18",20,"tissif","MN1","18","I","251",506,2178,2964,4167,5,13,16,18,"F","NB"
"316","subj_20_tissif_MN1_50",20,"tissif","MN1","50","I","263",525,2124,3063,4054,5,13,16,18,"F","NB"
"317","subj_20_tissif_Pre_14",20,"tissif","Pre","14","I","241",464,2252,3036,4238,5,14,16,18,"F","NB"
"318","subj_20_tissif_Pre_21",20,"tissif","Pre","21","I","250",481,2200,2972,4123,5,14,16,18,"F","NB"
"319","subj_20_tissif_Pre_43",20,"tissif","Pre","43","I","254",440,2224,3040,4130,4,14,16,18,"F","NB"
"320","subj_21_kiggif_27_Post",21,"kiggif","Post","27","I","259",436,2142,2824,3782,4,13,15,17,"F","NB"
"321","subj_21_kiggif_29_Post",21,"kiggif","Post","29","I","308",348,2318,2571,3877,4,14,15,17,"F","NB"
"322","subj_21_kiggif_52_Post",21,"kiggif","Post","52","I","196",412,2141,2534,3738,4,13,14,17,"F","NB"
"323","subj_21_kiggif_AF2_23",21,"kiggif","AF2","23","I","258",340,2368,2782,3769,4,14,15,17,"F","NB"
"324","subj_21_kiggif_AF2_32",21,"kiggif","AF2","32","I","213",418,2117,2983,3814,4,13,16,17,"F","NB"
"325","subj_21_kiggif_AF2_53",21,"kiggif","AF2","53","I","222",433,2185,2698,3693,4,13,15,17,"F","NB"
"326","subj_21_kiggif_MN1_15",21,"kiggif","MN1","15","I","282",560,2131,2829,3714,5,13,15,17,"F","NB"
"327","subj_21_kiggif_MN1_39",21,"kiggif","MN1","39","I","295",596,2096,2777,3789,6,13,15,17,"F","NB"
"328","subj_21_kiggif_MN1_7",21,"kiggif","MN1","7","I","307",516,2140,2863,3787,5,13,15,17,"F","NB"
"329","subj_21_kiggif_Pre_11",21,"kiggif","Pre","11","I","255",479,2271,2930,3777,5,14,15,17,"F","NB"
"330","subj_21_kiggif_Pre_12",21,"kiggif","Pre","12","I","254",466,2165,2819,3666,5,13,15,17,"F","NB"
"331","subj_21_kiggif_Pre_3",21,"kiggif","Pre","3","I","270",358,2372,2925,3826,4,14,15,17,"F","NB"
"332","subj_21_piffif_14_Post",21,"piffif","Post","14","I","240",474,2138,2887,4096,5,13,15,18,"F","NB"
"333","subj_21_piffif_43_Post",21,"piffif","Post","43","I","218",427,1949,2527,3694,4,13,14,17,"F","NB"
"334","subj_21_piffif_AF2_51",21,"piffif","AF2","51","I","249",496,1994,2790,3919,5,13,15,17,"F","NB"
"335","subj_21_piffif_AF2_6",21,"piffif","AF2","6","I","243",477,2057,2762,3819,5,13,15,17,"F","NB"
"336","subj_21_piffif_AF2_9",21,"piffif","AF2","9","I","271",443,2067,2874,4301,4,13,15,18,"F","NB"
"337","subj_21_piffif_MN1_1",21,"piffif","MN1","1","I","320",639,2052,2854,3811,6,13,15,17,"F","NB"
"338","subj_21_piffif_MN1_24",21,"piffif","MN1","24","I","255",515,2170,2859,3679,5,13,15,17,"F","NB"
"339","subj_21_piffif_MN1_50",21,"piffif","MN1","50","I","234",471,2095,2903,3764,5,13,15,17,"F","NB"
"340","subj_21_piffif_Pre_20",21,"piffif","Pre","20","I","278",413,2202,2978,4259,4,14,16,18,"F","NB"
"341","subj_21_piffif_Pre_27",21,"piffif","Pre","27","I","252",493,1984,2786,3834,5,13,15,17,"F","NB"
"342","subj_21_piffif_Pre_29",21,"piffif","Pre","29","I","275",355,1993,2777,4112,4,13,15,18,"F","NB"
"343","subj_21_tissif_13_Post",21,"tissif","Post","13","I","293",427,2011,3048,4533,4,13,16,18,"F","NB"
"344","subj_21_tissif_2_Post",21,"tissif","Post","2","I","287",418,2050,2973,4146,4,13,16,18,"F","NB"
"345","subj_21_tissif_40_Post",21,"tissif","Post","40","I","295",407,2056,2949,4177,4,13,16,18,"F","NB"
"346","subj_21_tissif_AF2_1",21,"tissif","AF2","1","I","233",452,2099,2876,4001,5,13,15,18,"F","NB"
"347","subj_21_tissif_AF2_38",21,"tissif","AF2","38","I","257",342,2041,2991,4143,4,13,16,18,"F","NB"
"348","subj_21_tissif_AF2_46",21,"tissif","AF2","46","I","299",373,2056,3022,4259,4,13,16,18,"F","NB"
"349","subj_21_tissif_MN1_19",21,"tissif","MN1","19","I","291",516,2021,2893,3863,5,13,15,17,"F","NB"
"350","subj_21_tissif_MN1_43",21,"tissif","MN1","43","I","301",527,1952,2979,3935,5,13,16,17,"F","NB"
"351","subj_21_tissif_MN1_49",21,"tissif","MN1","49","I","331",559,2029,2909,4321,5,13,15,18,"F","NB"
"352","subj_21_tissif_Pre_19",21,"tissif","Pre","19","I","251",468,1996,2825,3971,5,13,15,18,"F","NB"
"353","subj_21_tissif_Pre_40",21,"tissif","Pre","40","I","259",382,2133,2921,4149,4,13,15,18,"F","NB"
"354","subj_22_kiggif_22_Post",22,"kiggif","Post","22","I","221",338,2634,3392,4365,3,15,16,18,"F","BB"
"355","subj_22_kiggif_26_Post",22,"kiggif","Post","26","I","232",401,2539,3168,4252,4,15,16,18,"F","BB"
"356","subj_22_kiggif_43_Post",22,"kiggif","Post","43","I","232",364,2555,3288,4271,4,15,16,18,"F","BB"
"357","subj_22_kiggif_AF2_31",22,"kiggif","AF2","31","I","233",379,1217,2705,3392,4,10,15,16,"F","BB"
"358","subj_22_kiggif_AF2_38",22,"kiggif","AF2","38","I","236",412,1046,2597,4189,4,9,15,18,"F","BB"
"359","subj_22_kiggif_AF2_41",22,"kiggif","AF2","41","I","237",465,1277,2592,3189,5,10,15,16,"F","BB"
"360","subj_22_kiggif_MN1_17",22,"kiggif","MN1","17","I","309",631,1538,2767,3544,6,11,15,17,"F","BB"
"361","subj_22_kiggif_MN1_53",22,"kiggif","MN1","53","I","276",352,1302,2532,3321,4,10,14,16,"F","BB"
"362","subj_22_kiggif_MN1_8",22,"kiggif","MN1","8","I","297",567,1486,2738,3346,6,11,15,16,"F","BB"
"363","subj_22_kiggif_Pre_18",22,"kiggif","Pre","18","I","244",373,2594,3331,4190,4,15,16,18,"F","BB"
"364","subj_22_kiggif_Pre_4",22,"kiggif","Pre","4","I","238",436,2596,3120,4356,4,15,16,18,"F","BB"
"365","subj_22_kiggif_Pre_48",22,"kiggif","Pre","48","I","232",401,2604,3111,4225,4,15,16,18,"F","BB"
"366","subj_22_piffif_10_Post",22,"piffif","Post","10","I","226",337,2490,3265,4128,3,14,16,18,"F","BB"
"367","subj_22_piffif_19_Post",22,"piffif","Post","19","I","225",342,2666,3477,4285,4,15,17,18,"F","BB"
"368","subj_22_piffif_48_Post",22,"piffif","Post","48","I","221",404,2163,3138,4418,4,13,16,18,"F","BB"
"369","subj_22_piffif_AF2_45",22,"piffif","AF2","45","I","229",459,1612,2636,4417,5,11,15,18,"F","BB"
"370","subj_22_piffif_AF2_8",22,"piffif","AF2","8","I","250",492,1486,2633,4123,5,11,15,18,"F","BB"
"371","subj_22_piffif_AF2_9",22,"piffif","AF2","9","I","247",487,1532,2677,4290,5,11,15,18,"F","BB"
"372","subj_22_piffif_MN1_12",22,"piffif","MN1","12","I","290",465,1463,2943,3413,5,11,16,17,"F","BB"
"373","subj_22_piffif_MN1_20",22,"piffif","MN1","20","I","289",459,1460,2702,3525,5,11,15,17,"F","BB"
"374","subj_22_piffif_MN1_24",22,"piffif","MN1","24","I","298",424,1453,2933,3161,4,11,15,16,"F","BB"
"375","subj_22_piffif_Pre_15",22,"piffif","Pre","15","I","244",418,2418,3266,4212,4,14,16,18,"F","BB"
"376","subj_22_piffif_Pre_30",22,"piffif","Pre","30","I","237",377,2561,3348,4298,4,15,16,18,"F","BB"
"377","subj_22_piffif_Pre_47",22,"piffif","Pre","47","I","233",346,2560,3277,4218,4,15,16,18,"F","BB"
"378","subj_22_tissif_29_Post",22,"tissif","Post","29","I","238",378,2555,3221,4295,4,15,16,18,"F","BB"
"379","subj_22_tissif_6_Post",22,"tissif","Post","6","I","232",306,2508,3496,4311,3,14,17,18,"F","BB"
"380","subj_22_tissif_9_Post",22,"tissif","Post","9","I","238",374,2569,3207,4209,4,15,16,18,"F","BB"
"381","subj_22_tissif_AF2_33",22,"tissif","AF2","33","I","235",474,1567,2670,3310,5,11,15,16,"F","BB"
"382","subj_22_tissif_AF2_46",22,"tissif","AF2","46","I","232",462,1612,2567,4001,5,11,15,18,"F","BB"
"383","subj_22_tissif_AF2_53",22,"tissif","AF2","53","I","234",402,1375,2595,4270,4,10,15,18,"F","BB"
"384","subj_22_tissif_MN1_18",22,"tissif","MN1","18","I","284",578,1357,2486,3204,6,10,14,16,"F","BB"
"385","subj_22_tissif_MN1_27",22,"tissif","MN1","27","I","296",483,1394,2420,3543,5,11,14,17,"F","BB"
"386","subj_22_tissif_MN1_29",22,"tissif","MN1","29","I","323",618,1611,2653,3666,6,11,15,17,"F","BB"
"387","subj_22_tissif_Pre_1",22,"tissif","Pre","1","I","253",495,2266,3243,4498,5,14,16,18,"F","BB"
"388","subj_22_tissif_Pre_29",22,"tissif","Pre","29","I","237",467,2302,3249,4269,5,14,16,18,"F","BB"
"389","subj_22_tissif_Pre_8",22,"tissif","Pre","8","I","242",387,2671,3402,4240,4,15,17,18,"F","BB"
"390","subj_23_kiggif_17_Post",23,"kiggif","Post","17","I","297",542,2437,3204,4263,5,14,16,18,"F","NB"
"391","subj_23_kiggif_43_Post",23,"kiggif","Post","43","I","286",561,2273,3187,4243,5,14,16,18,"F","NB"
"392","subj_23_kiggif_50_Post",23,"kiggif","Post","50","I","287",572,2373,3064,3928,6,14,16,17,"F","NB"
"393","subj_23_kiggif_AF2_10",23,"kiggif","AF2","10","I","309",524,2396,3061,3967,5,14,16,18,"F","NB"
"394","subj_23_kiggif_AF2_15",23,"kiggif","AF2","15","I","307",565,2438,3213,4234,5,14,16,18,"F","NB"
"395","subj_23_kiggif_AF2_19",23,"kiggif","AF2","19","I","307",527,2490,3294,3753,5,14,16,17,"F","NB"
"396","subj_23_kiggif_MN1_13",23,"kiggif","MN1","13","I","350",651,2432,3270,4228,6,14,16,18,"F","NB"
"397","subj_23_kiggif_MN1_22",23,"kiggif","MN1","22","I","364",494,2507,3123,4169,5,14,16,18,"F","NB"
"398","subj_23_kiggif_MN1_51",23,"kiggif","MN1","51","I","390",489,2343,3019,4362,5,14,16,18,"F","NB"
"399","subj_23_kiggif_Pre_15",23,"kiggif","Pre","15","I","281",511,2469,2986,4217,5,14,16,18,"F","NB"
"400","subj_23_kiggif_Pre_17",23,"kiggif","Pre","17","I","280",521,2454,3042,4276,5,14,16,18,"F","NB"
"401","subj_23_kiggif_Pre_41",23,"kiggif","Pre","41","I","292",525,2403,3181,4151,5,14,16,18,"F","NB"
"402","subj_23_piffif_19_Post",23,"piffif","Post","19","I","215",425,1980,2765,4303,4,13,15,18,"F","NB"
"403","subj_23_piffif_26_Post",23,"piffif","Post","26","I","301",584,2105,2763,4209,6,13,15,18,"F","NB"
"404","subj_23_piffif_30_Post",23,"piffif","Post","30","I","300",557,2123,2848,4142,5,13,15,18,"F","NB"
"405","subj_23_piffif_AF2_11",23,"piffif","AF2","11","I","312",577,2186,3028,4342,6,13,16,18,"F","NB"
"406","subj_23_piffif_AF2_20",23,"piffif","AF2","20","I","311",599,2168,3008,4054,6,13,16,18,"F","NB"
"407","subj_23_piffif_AF2_7",23,"piffif","AF2","7","I","301",595,2120,3009,4109,6,13,16,18,"F","NB"
"408","subj_23_piffif_MN1_15",23,"piffif","MN1","15","I","358",537,2029,2937,3995,5,13,15,18,"F","NB"
"409","subj_23_piffif_MN1_2",23,"piffif","MN1","2","I","360",551,2156,2903,3948,5,13,15,18,"F","NB"
"410","subj_23_piffif_Pre_31",23,"piffif","Pre","31","I","288",563,2071,2621,4055,5,13,15,18,"F","NB"
"411","subj_23_piffif_Pre_7",23,"piffif","Pre","7","I","272",520,1984,2605,4041,5,13,15,18,"F","NB"
"412","subj_23_tissif_32_Post",23,"tissif","Post","32","I","280",585,2124,3183,4290,6,13,16,18,"F","NB"
"413","subj_23_tissif_33_Post",23,"tissif","Post","33","I","293",579,2063,3221,4378,6,13,16,18,"F","NB"
"414","subj_23_tissif_38_Post",23,"tissif","Post","38","I","290",568,2022,3175,4477,6,13,16,18,"F","NB"
"415","subj_23_tissif_AF2_21",23,"tissif","AF2","21","I","309",544,2138,3134,4459,5,13,16,18,"F","NB"
"416","subj_23_tissif_AF2_24",23,"tissif","AF2","24","I","304",555,2131,3053,4464,5,13,16,18,"F","NB"
"417","subj_23_tissif_AF2_30",23,"tissif","AF2","30","I","300",593,2088,3022,4429,6,13,16,18,"F","NB"
"418","subj_23_tissif_MN1_3",23,"tissif","MN1","3","I","344",610,2079,3101,4163,6,13,16,18,"F","NB"
"419","subj_23_tissif_MN1_4",23,"tissif","MN1","4","I","325",630,2249,3093,3667,6,14,16,17,"F","NB"
"420","subj_23_tissif_MN1_50",23,"tissif","MN1","50","I","376",675,2087,3046,4355,6,13,16,18,"F","NB"
"421","subj_23_tissif_Pre_22",23,"tissif","Pre","22","I","285",570,2061,3085,4233,6,13,16,18,"F","NB"
"422","subj_23_tissif_Pre_44",23,"tissif","Pre","44","I","288",557,2155,3195,4293,5,13,16,18,"F","NB"
"423","subj_23_tissif_Pre_8",23,"tissif","Pre","8","I","268",484,2139,2990,4234,5,13,16,18,"F","NB"
"424","subj_26_kiggif_21_Post",26,"kiggif","Post","21","I","288",566,2159,2582,4036,6,13,15,18,"F","NB"
"425","subj_26_kiggif_24_Post",26,"kiggif","Post","24","I","295",546,2382,2484,4261,5,14,14,18,"F","NB"
"426","subj_26_kiggif_25_Post",26,"kiggif","Post","25","I","290",561,2201,2579,4066,5,14,15,18,"F","NB"
"427","subj_26_kiggif_AF2_10",26,"kiggif","AF1","10","I","264",501,2462,3132,3994,5,14,16,18,"F","NB"
"428","subj_26_kiggif_AF2_12",26,"kiggif","AF1","12","I","269",469,2533,3113,4186,5,14,16,18,"F","NB"
"429","subj_26_kiggif_AF2_40",26,"kiggif","AF1","40","I","273",450,2539,2689,4349,5,15,15,18,"F","NB"
"430","subj_26_kiggif_MN1_28",26,"kiggif","MN2","28","I","272",521,2156,2724,4082,5,13,15,18,"F","NB"
"431","subj_26_kiggif_MN1_30",26,"kiggif","MN2","30","I","266",494,2027,2483,4035,5,13,14,18,"F","NB"
"432","subj_26_kiggif_MN1_38",26,"kiggif","MN2","38","I","270",477,2169,2633,4068,5,13,15,18,"F","NB"
"433","subj_26_kiggif_Pre_2",26,"kiggif","Pre","2","I","258",479,2579,2941,4241,5,15,15,18,"F","NB"
"434","subj_26_kiggif_Pre_36",26,"kiggif","Pre","36","I","274",487,2211,2525,4067,5,14,14,18,"F","NB"
"435","subj_26_kiggif_Pre_39",26,"kiggif","Pre","39","I","263",488,2326,2617,4053,5,14,15,18,"F","NB"
"436","subj_26_piffif_17_Post",26,"piffif","Post","17","I","279",550,1986,2720,4064,5,13,15,18,"F","NB"
"437","subj_26_piffif_19_Post",26,"piffif","Post","19","I","295",580,2084,2909,4119,6,13,15,18,"F","NB"
"438","subj_26_piffif_37_Post",26,"piffif","Post","37","I","291",565,2033,2698,4079,5,13,15,18,"F","NB"
"439","subj_26_piffif_AF2_14",26,"piffif","AF1","14","I","269",494,2147,2703,4024,5,13,15,18,"F","NB"
"440","subj_26_piffif_AF2_22",26,"piffif","AF1","22","I","237",481,1956,2566,3947,5,13,15,18,"F","NB"
"441","subj_26_piffif_AF2_23",26,"piffif","AF1","23","I","247",499,1888,2644,4000,5,13,15,18,"F","NB"
